"OD","origen_province","destino_province","viajes"
"52-6",52,6,2.25716666666667
"52-7",52,7,0.875266666666667
"52-8",52,8,3.4174
"6-1",6,1,38.0000666666667
"6-10",6,10,22220.7203333333
"6-11",6,11,499.9698
"6-12",6,12,18.3588
"6-13",6,13,1150.21503333333
"6-14",6,14,2379.99436666667
"6-15",6,15,24.3518666666667
"6-16",6,16,49.1063333333333
"6-17",6,17,6.6565
"6-18",6,18,104.1617
"6-19",6,19,82.6415
"6-2",6,2,92.6078666666667
"6-20",6,20,35.9316
"6-21",6,21,3131.36916666667
"6-22",6,22,15.5011666666667
"6-23",6,23,157.8264
"6-24",6,24,42.1241333333333
"6-25",6,25,14.5314
"6-26",6,26,18.6777
"6-27",6,27,12.4652666666667
"6-28",6,28,1922.8155
"6-29",6,29,201.757066666667
"6-3",6,3,55.3200666666667
"6-30",6,30,92.4786333333333
"6-31",6,31,34.5161
"6-32",6,32,16.6198666666667
"6-33",6,33,39.0624
"6-34",6,34,32.6953333333333
"6-35",6,35,3.78956666666667
"6-36",6,36,21.3543333333333
"6-37",6,37,435.8176
"6-38",6,38,4.0796
"6-39",6,39,22.0618
"6-4",6,4,31.3134666666667
"6-40",6,40,25.1125
"6-41",6,41,4482.6294
"6-42",6,42,16.1767333333333
"6-43",6,43,21.5095
"6-44",6,44,5.71893333333333
"6-45",6,45,644.433066666667
"6-46",6,46,124.777933333333
"6-47",6,47,111.162166666667
"6-48",6,48,16.6040666666667
"6-49",6,49,60.0411666666667
"6-5",6,5,63.0990666666667
"6-50",6,50,61.2704333333334
"6-51",6,51,2.6494
"6-52",6,52,0.131933333333333
"6-6",6,6,1346547.66153333
"6-7",6,7,2.8275
"6-8",6,8,74.2950666666666
"6-9",6,9,52.2785333333333
"7-1",7,1,4.96346666666667
"7-10",7,10,10.3381
"7-11",7,11,42.0703333333333
"7-12",7,12,47.4092666666667
"7-13",7,13,15.5558
"7-14",7,14,26.5162
"7-15",7,15,32.4832333333333
"7-16",7,16,24.3964666666667
"7-17",7,17,49.4490333333333
"7-18",7,18,68.6008
"7-19",7,19,12.9612666666667
"7-2",7,2,26.4263333333333
"7-20",7,20,9.23353333333334
"7-21",7,21,3.82886666666667
"7-22",7,22,11.2044
"7-23",7,23,20.3232666666667
"7-24",7,24,6.49363333333333
"7-25",7,25,37.6565
"7-26",7,26,2.69273333333333
"7-27",7,27,7.1653
"7-28",7,28,991.6952
"7-29",7,29,73.0089333333333
"7-3",7,3,254.105533333333
"7-30",7,30,68.8427
"7-31",7,31,11.0102333333333
"7-32",7,32,5.3395
"7-33",7,33,21.5103666666667
"7-34",7,34,1.2334
"7-35",7,35,38.1005333333333
"7-36",7,36,15.9084333333333
"7-37",7,37,8.98193333333333
"7-38",7,38,29.0652333333333
"7-39",7,39,10.1158333333333
"7-4",7,4,16.1757666666667
"7-40",7,40,4.3322
"7-41",7,41,116.015966666667
"7-42",7,42,3.2493
"7-43",7,43,53.4989666666667
"7-44",7,44,8.01276666666667
"7-45",7,45,27.4921666666667
"7-46",7,46,1264.8575
"7-47",7,47,11.5223333333333
"7-48",7,48,21.1161666666667
"7-49",7,49,4.08623333333333
"7-5",7,5,3.01066666666667
"7-50",7,50,37.3085333333333
"7-52",7,52,0.243
"7-6",7,6,19.6544333333333
"7-7",7,7,2653362.94586667
"7-8",7,8,1907.381
"7-9",7,9,4.69663333333333
"8-1",8,1,190.6395
"8-10",8,10,51.9638
"8-11",8,11,134.361633333333
"8-12",8,12,1914.9328
"8-13",8,13,211.643066666667
"8-14",8,14,152.1645
"8-15",8,15,182.432633333333
"8-16",8,16,126.626666666667
"8-17",8,17,102276.229433333
"8-18",8,18,259.8262
"8-19",8,19,405.9974
"8-2",8,2,243.054466666667
"8-20",8,20,269.375733333333
"8-21",8,21,63.3147333333333
"8-22",8,22,1657.63883333333
"8-23",8,23,244.062866666667
"8-24",8,24,157.7989
"8-25",8,25,21043.0556333333
"8-26",8,26,366.941766666667
"8-27",8,27,44.9157333333333
"8-28",8,28,4033.48223333333
"8-29",8,29,323.2102
"8-3",8,3,970.0058
"8-30",8,30,730.039533333333
"8-31",8,31,634.4808
"8-32",8,32,49.0385
"8-33",8,33,112.753666666667
"8-34",8,34,56.7476666666667
"8-35",8,35,282.7775
"8-36",8,36,115.573633333333
"8-37",8,37,46.3908333333333
"8-38",8,38,165.324166666667
"8-39",8,39,162.794466666667
"8-4",8,4,227.762266666667
"8-40",8,40,33.0519
"8-41",8,41,422.062733333333
"8-42",8,42,186.657733333333
"8-43",8,43,68674.6941
"8-44",8,44,273.864
"8-45",8,45,261.6907
"8-46",8,46,3333.8336
"8-47",8,47,156.718433333333
"8-48",8,48,381.0117
"8-49",8,49,94.3880666666667
"8-5",8,5,22.3106333333333
"8-50",8,50,3711.05906666667
"8-51",8,51,3.5368
"8-52",8,52,5.7266
"8-6",8,6,82.8481
"8-7",8,7,1832.67833333333
"8-8",8,8,12886985.0019333
"8-9",8,9,206.160433333333
"9-1",9,1,12185.8629333333
"9-10",9,10,82.1178666666667
"9-11",9,11,9.42733333333334
"9-12",9,12,31.8729
"9-13",9,13,81.079
"9-14",9,14,21.5742
"9-15",9,15,64.7092
"9-16",9,16,77.7588333333334
"9-17",9,17,23.2194
"9-18",9,18,20.6864333333333
"9-19",9,19,143.372766666667
"9-2",9,2,47.4898666666667
"9-20",9,20,775.281833333333
"9-21",9,21,13.5205666666667
"9-22",9,22,48.0719333333333
"9-23",9,23,37.2074333333333
"9-24",9,24,1115.79586666667
"9-25",9,25,55.892
"9-26",9,26,2630.45646666667
"9-27",9,27,66.1790666666667
"9-28",9,28,2425.44013333333
"9-29",9,29,25.6858666666667
"9-3",9,3,52.0670666666667
"9-30",9,30,57.8796333333333
"9-31",9,31,625.91
"9-32",9,32,68.4641666666667
"9-33",9,33,226.083666666667
"9-34",9,34,4575.77533333333
"9-35",9,35,1.889
"9-36",9,36,80.6921666666667
"9-37",9,37,516.3085
"9-38",9,38,2.632
"9-39",9,39,4179.2352
"9-4",9,4,5.9153
"9-40",9,40,1314.42676666667
"9-41",9,41,39.7407666666667
"9-42",9,42,2509.516
"9-43",9,43,44.1028
"9-44",9,44,60.8696
"9-45",9,45,265.088066666667
"9-46",9,46,168.450533333333
"9-47",9,47,4753.92333333333
"9-48",9,48,4985.63053333333
"9-49",9,49,375.872666666667
"9-5",9,5,159.798833333333
"9-50",9,50,441.405133333333
"9-51",9,51,0.877233333333333
"9-6",9,6,42.2564666666667
"9-7",9,7,1.39766666666667
"9-8",9,8,235.090733333333
"9-9",9,9,695487.812266667
