"codine","CA","CP","src_indx"
50203,2,50,4187
50204,2,50,5386
50205,2,50,259
50206,2,50,3065
50207,2,50,429
50208,2,50,4993
50209,2,50,5346
50211,2,50,2232
50213,2,50,407
50216,2,50,1959
50217,2,50,2997
50218,2,50,411
50219,2,50,5751
50220,2,50,7059
50222,2,50,4707
50223,2,50,3934
50224,2,50,7145
50225,2,50,5202
50227,2,50,315
50228,2,50,2050
50229,2,50,7133
50230,2,50,4344
50231,2,50,2139
50232,2,50,1246
50233,2,50,330
50234,2,50,1817
50235,2,50,5205
50236,2,50,633
50237,2,50,442
50238,2,50,344
50240,2,50,4056
50241,2,50,3350
50242,2,50,53
50243,2,50,2281
50244,2,50,1714
50245,2,50,308
50247,2,50,3750
50248,2,50,3089
50249,2,50,2223
50251,2,50,6260
50252,2,50,5986
50253,2,50,2583
50254,2,50,1101
50255,2,50,1371
50257,2,50,1190
50261,2,50,1690
50262,2,50,4313
50263,2,50,1674
50264,2,50,1353
50267,2,50,3266
50268,2,50,7015
50269,2,50,2287
50271,2,50,1850
50272,2,50,6513
50275,2,50,243
50276,2,50,734
50277,2,50,31
50278,2,50,1435
50280,2,50,2308
50282,2,50,224
50284,2,50,1119
50285,2,50,3461
50286,2,50,108
50287,2,50,2243
50288,2,50,5574
50290,2,50,2872
50291,2,50,205
50292,2,50,1282
50293,2,50,2844
50296,2,50,2656
50297,2,50,6951
50298,2,50,6024
50901,2,50,773
50902,2,50,99
50903,2,50,5065
51001,18,51,6877
52001,19,52,6872
