"codine","CA","CP","src_indx"
21014,1,21,5853
21015,1,21,3445
21016,1,21,4089
21017,1,21,5486
21018,1,21,4768
21019,1,21,3396
21020,1,21,2537
21021,1,21,6530
21022,1,21,1235
21023,1,21,4900
21024,1,21,2969
21025,1,21,5615
21026,1,21,1771
21028,1,21,2458
21029,1,21,4587
21030,1,21,4787
21031,1,21,4284
21032,1,21,4767
21033,1,21,2904
21034,1,21,4348
21035,1,21,6338
21036,1,21,1426
21037,1,21,2895
21038,1,21,4197
21039,1,21,2091
21040,1,21,5427
21041,1,21,6911
21042,1,21,6597
21043,1,21,4845
21044,1,21,6671
21045,1,21,1781
21046,1,21,5188
21047,1,21,4863
21048,1,21,2116
21049,1,21,5480
21050,1,21,6574
21051,1,21,1893
21052,1,21,5789
21053,1,21,5494
21054,1,21,6233
21055,1,21,6172
21056,1,21,5355
21057,1,21,4088
21058,1,21,5172
21059,1,21,1658
21060,1,21,6425
21061,1,21,6002
21062,1,21,4558
21063,1,21,5331
21064,1,21,6098
21065,1,21,2307
21066,1,21,3217
21067,1,21,2795
21068,1,21,3957
21069,1,21,4757
21070,1,21,6035
21071,1,21,1416
21072,1,21,6343
21073,1,21,5102
21074,1,21,5293
21075,1,21,2340
21076,1,21,5030
21077,1,21,4771
21078,1,21,5274
21079,1,21,3612
22001,2,22,1629
22002,2,22,425
22003,2,22,912
22004,2,22,669
22006,2,22,2174
22007,2,22,4035
22008,2,22,1287
22009,2,22,3432
22011,2,22,371
22012,2,22,158
22013,2,22,2051
22014,2,22,1743
22015,2,22,2169
22016,2,22,3305
22017,2,22,3904
22018,2,22,2388
22019,2,22,1242
22020,2,22,498
22021,2,22,4961
22022,2,22,3127
22023,2,22,2853
22024,2,22,1774
22025,2,22,4280
22027,2,22,2360
22028,2,22,2570
22029,2,22,583
22032,2,22,393
22035,2,22,2012
22036,2,22,218
22037,2,22,360
22039,2,22,3885
22040,2,22,875
22041,2,22,1132
22042,2,22,424
22043,2,22,222
22044,2,22,1903
22045,2,22,147
22046,2,22,3639
22047,2,22,1716
22048,2,22,6486
22050,2,22,85
22051,2,22,234
22052,2,22,4146
22053,2,22,3992
22054,2,22,4773
22055,2,22,2354
22057,2,22,2673
22058,2,22,1501
22059,2,22,4345
22060,2,22,4307
22061,2,22,6156
22062,2,22,1138
22063,2,22,1312
22064,2,22,1267
22066,2,22,3798
22067,2,22,11
22069,2,22,2789
22072,2,22,1385
22074,2,22,1981
22075,2,22,742
22076,2,22,2199
22077,2,22,2295
22078,2,22,2936
22079,2,22,919
22080,2,22,2166
22081,2,22,1827
22082,2,22,2083
22083,2,22,2993
22084,2,22,3370
22085,2,22,420
22086,2,22,1509
22087,2,22,82
22088,2,22,1020
22089,2,22,2128
22090,2,22,354
22094,2,22,241
22095,2,22,7028
22096,2,22,2195
22099,2,22,3028
22102,2,22,1360
22103,2,22,3487
22105,2,22,726
22107,2,22,282
22109,2,22,1945
22110,2,22,3697
22111,2,22,1201
22112,2,22,6409
22113,2,22,3019
22114,2,22,584
22115,2,22,2575
22116,2,22,4644
22117,2,22,5320
22119,2,22,4415
22124,2,22,1583
22125,2,22,6815
22126,2,22,178
22127,2,22,3102
22128,2,22,1319
22129,2,22,1744
22130,2,22,6347
22131,2,22,149
22133,2,22,637
22135,2,22,1309
22136,2,22,3819
22137,2,22,4153
22139,2,22,39
22141,2,22,566
22142,2,22,611
22143,2,22,1882
22144,2,22,1775
22149,2,22,2138
22150,2,22,2852
22151,2,22,111
22156,2,22,1847
22157,2,22,1587
22158,2,22,6484
22160,2,22,1478
22162,2,22,799
22163,2,22,2848
22165,2,22,2946
22167,2,22,3395
22168,2,22,7088
22170,2,22,3373
22172,2,22,3312
22173,2,22,1631
22174,2,22,2964
22175,2,22,1457
22176,2,22,1141
22177,2,22,32
22178,2,22,300
22181,2,22,5
22182,2,22,1897
22184,2,22,1278
22186,2,22,1414
22187,2,22,2407
22188,2,22,406
22189,2,22,1378
22190,2,22,632
22193,2,22,2171
22195,2,22,1748
22197,2,22,2981
22199,2,22,6212
22200,2,22,2004
22201,2,22,1886
22202,2,22,561
22203,2,22,64
22204,2,22,4318
22205,2,22,2681
22206,2,22,1341
22207,2,22,715
22208,2,22,1135
22209,2,22,1081
22213,2,22,5531
22214,2,22,652
22215,2,22,630
22217,2,22,2776
22218,2,22,7093
22220,2,22,1205
22221,2,22,314
22222,2,22,3096
22223,2,22,150
22225,2,22,5350
22226,2,22,3699
22227,2,22,1582
22228,2,22,3232
22229,2,22,646
22230,2,22,1987
22232,2,22,81
22233,2,22,220
22234,2,22,4017
22235,2,22,68
22236,2,22,1782
22242,2,22,7049
22243,2,22,7046
22245,2,22,2454
22248,2,22,235
22249,2,22,603
22250,2,22,2646
22251,2,22,2521
22252,2,22,617
22254,2,22,4456
22901,2,22,3631
22902,2,22,1708
22903,2,22,3480
22904,2,22,3768
22905,2,22,2210
22906,2,22,1281
22907,2,22,4766
22908,2,22,1178
22909,2,22,2531
23001,1,23,4020
23002,1,23,6616
23003,1,23,6264
23004,1,23,2804
23005,1,23,6772
23006,1,23,5788
23007,1,23,5404
23008,1,23,4618
23009,1,23,6465
23010,1,23,6528
23011,1,23,5023
23012,1,23,5794
23014,1,23,5189
23015,1,23,4486
23016,1,23,2828
23017,1,23,4667
23018,1,23,5113
23019,1,23,4666
23020,1,23,4710
23021,1,23,3128
23024,1,23,6447
23025,1,23,5319
23026,1,23,5577
23027,1,23,3587
23028,1,23,6048
23029,1,23,3893
23030,1,23,4397
23031,1,23,3695
23032,1,23,3270
23033,1,23,4449
23034,1,23,5230
23035,1,23,4200
23037,1,23,3032
23038,1,23,5552
23039,1,23,5120
23040,1,23,4547
23041,1,23,3063
23042,1,23,2438
23043,1,23,3160
23044,1,23,5849
23045,1,23,4999
23046,1,23,5158
23047,1,23,4712
23048,1,23,3835
23049,1,23,4847
23050,1,23,6899
23051,1,23,5299
23052,1,23,4206
23053,1,23,6312
23054,1,23,2628
23055,1,23,6834
23056,1,23,5414
23057,1,23,3663
23058,1,23,6274
23059,1,23,5987
23060,1,23,6649
23061,1,23,6190
23062,1,23,4573
23063,1,23,5641
23064,1,23,4700
23065,1,23,4639
23066,1,23,5750
23067,1,23,5173
23069,1,23,5922
23070,1,23,5690
23071,1,23,4819
23072,1,23,4991
23073,1,23,5803
23074,1,23,5391
23075,1,23,5502
23076,1,23,3694
23077,1,23,3436
23079,1,23,5600
23080,1,23,4957
23081,1,23,4605
23082,1,23,4894
23084,1,23,4127
23085,1,23,5053
23086,1,23,6416
23087,1,23,6395
23088,1,23,6021
23090,1,23,4387
23091,1,23,3643
23092,1,23,6754
23093,1,23,5470
23094,1,23,5612
23095,1,23,6279
23096,1,23,5275
23097,1,23,6129
23098,1,23,3857
23099,1,23,5811
23101,1,23,2517
23901,1,23,4290
23902,1,23,5162
23903,1,23,5551
23904,1,23,5332
23905,1,23,4936
24001,7,24,1546
24002,7,24,1813
24003,7,24,3382
24004,7,24,2994
24005,7,24,2524
24006,7,24,2988
24007,7,24,3486
24008,7,24,6299
24009,7,24,2162
24010,7,24,6245
24011,7,24,1362
24012,7,24,1913
24014,7,24,6194
24015,7,24,5031
24016,7,24,2842
24017,7,24,3133
24018,7,24,1084
24019,7,24,2313
24020,7,24,2741
24021,7,24,4684
24022,7,24,2237
24023,7,24,1960
24024,7,24,3402
24025,7,24,2090
24026,7,24,4219
24027,7,24,4111
24028,7,24,2576
24029,7,24,3562
24030,7,24,5732
24031,7,24,1528
24032,7,24,568
24033,7,24,1247
24034,7,24,5500
24036,7,24,1954
24037,7,24,2440
24038,7,24,5365
24039,7,24,4939
24040,7,24,2832
24041,7,24,3111
24043,7,24,468
24044,7,24,947
24046,7,24,3825
24047,7,24,3546
24049,7,24,4500
24050,7,24,246
24051,7,24,2736
24052,7,24,1013
24053,7,24,2817
24054,7,24,2808
24055,7,24,3412
24056,7,24,5364
24057,7,24,4430
24058,7,24,1356
24059,7,24,3817
24060,7,24,3058
24061,7,24,4647
24062,7,24,677
24063,7,24,2672
24064,7,24,4544
24065,7,24,4890
24066,7,24,2945
24067,7,24,3399
24068,7,24,2788
24069,7,24,6990
24070,7,24,5675
24071,7,24,4023
24073,7,24,3000
24074,7,24,143
24076,7,24,4154
24077,7,24,1713
24078,7,24,2634
24079,7,24,3823
24080,7,24,1448
24081,7,24,542
24082,7,24,3718
24083,7,24,4172
24084,7,24,1145
24086,7,24,2074
24087,7,24,3257
24088,7,24,3917
24089,7,24,6907
24090,7,24,2343
24091,7,24,3313
24092,7,24,3678
24093,7,24,2265
24094,7,24,4580
24095,7,24,1957
24096,7,24,702
24097,7,24,1639
24098,7,24,4201
24099,7,24,1351
24100,7,24,3520
24101,7,24,2605
24102,7,24,3344
24103,7,24,2081
24104,7,24,1899
24105,7,24,4481
24106,7,24,1937
24107,7,24,2157
24108,7,24,2500
24109,7,24,3960
24110,7,24,4214
24112,7,24,1977
24113,7,24,2370
24114,7,24,5423
24115,7,24,6851
24116,7,24,2602
24117,7,24,2682
24119,7,24,3441
24120,7,24,2322
24121,7,24,3231
24122,7,24,4409
24123,7,24,3529
24124,7,24,2459
24125,7,24,2668
24127,7,24,1998
24129,7,24,403
24130,7,24,2739
24131,7,24,3547
24132,7,24,3219
24133,7,24,2327
24134,7,24,5570
24136,7,24,3044
24137,7,24,4174
24139,7,24,5068
24141,7,24,256
24142,7,24,6725
24143,7,24,2910
24144,7,24,3451
24145,7,24,3223
24146,7,24,1741
24148,7,24,4662
24149,7,24,1003
24150,7,24,1628
24151,7,24,2845
24152,7,24,2700
24153,7,24,1816
24154,7,24,4007
24155,7,24,2882
24156,7,24,1617
24157,7,24,5211
24158,7,24,2082
24159,7,24,4711
24160,7,24,3493
24161,7,24,2037
24162,7,24,4624
24163,7,24,5580
24164,7,24,2338
24165,7,24,2168
24166,7,24,4470
24167,7,24,3567
24168,7,24,2879
24169,7,24,5342
24170,7,24,4917
24171,7,24,2404
24172,7,24,2691
24173,7,24,3884
24174,7,24,2812
24175,7,24,4674
24176,7,24,2121
24177,7,24,2707
24178,7,24,7154
24179,7,24,2109
24180,7,24,4136
24181,7,24,4604
24182,7,24,2622
24183,7,24,3679
24184,7,24,1271
24185,7,24,2917
24187,7,24,3758
24188,7,24,5668
24189,7,24,5943
24190,7,24,1011
24191,7,24,449
24193,7,24,2366
24194,7,24,2053
24196,7,24,4897
24197,7,24,3602
24198,7,24,3230
24199,7,24,2551
24201,7,24,3971
24202,7,24,6216
24203,7,24,165
24205,7,24,3896
24206,7,24,4725
24207,7,24,2250
24209,7,24,5286
24210,7,24,3052
24211,7,24,1933
24212,7,24,4061
24213,7,24,690
24214,7,24,3358
24215,7,24,931
24216,7,24,3504
24217,7,24,660
24218,7,24,2755
24219,7,24,3097
24221,7,24,3684
24222,7,24,6508
24223,7,24,5232
24224,7,24,3213
24225,7,24,4038
24226,7,24,1330
24227,7,24,4611
24228,7,24,3368
24229,7,24,2754
24230,7,24,2623
24901,7,24,3870
24902,7,24,2304
25001,9,25,847
25002,9,25,2930
25003,9,25,5758
25004,9,25,3296
25005,9,25,2188
25006,9,25,2422
25007,9,25,4702
25008,9,25,4422
25009,9,25,3506
25010,9,25,1401
25011,9,25,6108
25012,9,25,5198
25013,9,25,5169
25014,9,25,2010
25015,9,25,2445
25016,9,25,5177
25017,9,25,1825
25019,9,25,5911
25020,9,25,2096
25021,9,25,5352
25022,9,25,487
25023,9,25,5855
25024,9,25,2427
25025,9,25,4465
25027,9,25,4170
25029,9,25,4909
25030,9,25,950
25031,9,25,7020
25033,9,25,4310
25034,9,25,5375
25035,9,25,2590
25036,9,25,1279
25037,9,25,2505
25038,9,25,4886
25039,9,25,2112
25040,9,25,6476
25041,9,25,3610
25042,9,25,1515
25043,9,25,3790
25044,9,25,1456
25046,9,25,2854
25047,9,25,4139
25048,9,25,4891
25049,9,25,1090
25050,9,25,5638
25051,9,25,4808
25052,9,25,4884
25053,9,25,4328
25055,9,25,1237
25056,9,25,1904
25057,9,25,1400
25058,9,25,5830
25059,9,25,3932
25060,9,25,6
25062,9,25,3623
25063,9,25,135
25064,9,25,704
25067,9,25,3743
25068,9,25,3339
25069,9,25,2810
25070,9,25,3854
25071,9,25,7112
25072,9,25,6154
25073,9,25,3335
25074,9,25,1185
25075,9,25,547
25076,9,25,1070
25077,9,25,2954
25078,9,25,4203
25079,9,25,2288
25081,9,25,2383
25082,9,25,2068
25085,9,25,787
25086,9,25,3541
25088,9,25,257
25089,9,25,502
25092,9,25,824
25093,9,25,3440
25094,9,25,963
25096,9,25,4106
25097,9,25,29
25098,9,25,1861
25099,9,25,4471
25100,9,25,1350
25101,9,25,3290
25102,9,25,3677
25103,9,25,594
25104,9,25,489
25105,9,25,862
25109,9,25,1875
25110,9,25,5908
25111,9,25,405
25112,9,25,2118
25113,9,25,4399
25114,9,25,198
25115,9,25,3841
25118,9,25,2523
25119,9,25,5291
25120,9,25,6910
25121,9,25,3732
25122,9,25,4994
25123,9,25,1436
25124,9,25,995
25125,9,25,2686
25126,9,25,2111
25127,9,25,1618
25128,9,25,942
25129,9,25,1181
25130,9,25,1424
25131,9,25,2884
25132,9,25,1154
25133,9,25,3676
25134,9,25,3524
25135,9,25,4242
25136,9,25,208
25137,9,25,6412
25138,9,25,3207
25139,9,25,3146
25140,9,25,3727
25141,9,25,1061
25142,9,25,2706
25146,9,25,1648
25148,9,25,1604
25149,9,25,4582
25150,9,25,1275
25151,9,25,3533
25152,9,25,778
25153,9,25,1505
25154,9,25,607
25155,9,25,3555
25156,9,25,3715
25157,9,25,1258
25158,9,25,4765
25161,9,25,2399
25163,9,25,1638
25164,9,25,2712
25165,9,25,2175
25166,9,25,1218
25167,9,25,1843
25168,9,25,3072
25169,9,25,1455
25170,9,25,1995
25171,9,25,5207
25172,9,25,5011
25173,9,25,4938
25174,9,25,3354
25175,9,25,1720
25176,9,25,2333
25177,9,25,2578
25179,9,25,1396
25180,9,25,1855
25181,9,25,1594
25182,9,25,4247
25183,9,25,3125
25185,9,25,3674
25186,9,25,1757
25189,9,25,5166
25190,9,25,2142
25191,9,25,2489
25192,9,25,3861
25193,9,25,3774
25194,9,25,2779
25196,9,25,503
25197,9,25,1105
25200,9,25,2328
25201,9,25,402
25202,9,25,483
25203,9,25,6331
25204,9,25,4576
25205,9,25,3251
25206,9,25,2148
25207,9,25,6147
25208,9,25,2147
25209,9,25,4822
25210,9,25,4490
25211,9,25,3557
25212,9,25,1809
25215,9,25,2381
25216,9,25,1802
25217,9,25,6470
25218,9,25,110
25219,9,25,843
25220,9,25,4353
25221,9,25,659
25223,9,25,4095
25224,9,25,805
25225,9,25,3590
25226,9,25,1829
25227,9,25,3327
25228,9,25,5523
25230,9,25,4801
25231,9,25,3224
25232,9,25,4753
25233,9,25,2119
25234,9,25,5872
25238,9,25,1543
25239,9,25,3574
25240,9,25,4542
25242,9,25,3749
25243,9,25,5733
25244,9,25,2631
25245,9,25,3060
25247,9,25,976
25248,9,25,3976
25249,9,25,1439
25250,9,25,2374
25251,9,25,3549
25252,9,25,3205
25253,9,25,1095
25254,9,25,3928
25255,9,25,2871
25901,9,25,2318
25902,9,25,3189
25903,9,25,2032
25904,9,25,887
25905,9,25,2480
25906,9,25,1766
25907,9,25,3014
25908,9,25,1659
25909,9,25,1126
25910,9,25,510
25911,9,25,2855
25912,9,25,3951
25913,9,25,275
26001,17,26,1972
26002,17,26,3933
26003,17,26,2806
26005,17,26,5228
26006,17,26,5020
26007,17,26,3289
26008,17,26,5046
26009,17,26,2794
26010,17,26,174
26011,17,26,6192
26013,17,26,2565
26014,17,26,2800
26015,17,26,1567
26017,17,26,2593
26018,17,26,6403
26019,17,26,2621
26020,17,26,3635
26021,17,26,5538
26022,17,26,1454
26023,17,26,2934
26024,17,26,1867
26025,17,26,7030
26026,17,26,4426
26027,17,26,840
26028,17,26,580
26030,17,26,7113
26031,17,26,504
26033,17,26,1438
26034,17,26,3507
26036,17,26,6650
26037,17,26,905
26040,17,26,7072
26041,17,26,908
26042,17,26,4101
26043,17,26,2509
26046,17,26,4704
26047,17,26,4985
26048,17,26,6958
26049,17,26,1332
26050,17,26,381
26051,17,26,1788
26052,17,26,983
26053,17,26,1622
26054,17,26,2329
26056,17,26,2709
26057,17,26,7126
26058,17,26,758
26059,17,26,4309
26060,17,26,7
26061,17,26,4680
26063,17,26,666
26064,17,26,5214
26066,17,26,2222
26068,17,26,341
26069,17,26,1784
26070,17,26,1303
26071,17,26,6298
26072,17,26,2153
26073,17,26,184
26074,17,26,516
26075,17,26,2470
26076,17,26,760
26079,17,26,3553
26080,17,26,3198
26082,17,26,455
26083,17,26,1953
26084,17,26,6110
26087,17,26,1753
26089,17,26,6915
26091,17,26,755
26092,17,26,364
26095,17,26,437
26096,17,26,1803
26098,17,26,312
26099,17,26,4445
26100,17,26,7053
26102,17,26,6083
26103,17,26,3734
26105,17,26,5105
26106,17,26,6962
26107,17,26,7125
26108,17,26,1966
26109,17,26,126
26110,17,26,1043
26111,17,26,1845
26112,17,26,1680
26114,17,26,7014
26117,17,26,5453
26119,17,26,1596
26120,17,26,4706
26121,17,26,7044
26122,17,26,560
26123,17,26,711
26124,17,26,3752
26125,17,26,5396
26127,17,26,1785
26128,17,26,409
26129,17,26,4002
26130,17,26,1612
26132,17,26,716
26134,17,26,277
26135,17,26,1026
26136,17,26,302
26138,17,26,5903
26140,17,26,1936
26141,17,26,604
26142,17,26,3851
26143,17,26,1539
26144,17,26,1430
26145,17,26,1762
26146,17,26,555
26148,17,26,1336
26150,17,26,589
26151,17,26,2782
26155,17,26,1010
26157,17,26,2192
26158,17,26,2123
26160,17,26,3662
26162,17,26,311
26163,17,26,781
26165,17,26,2421
26166,17,26,634
26167,17,26,7029
26168,17,26,5964
26170,17,26,3083
26171,17,26,1452
26174,17,26,745
26175,17,26,6957
26177,17,26,2124
26180,17,26,1768
27001,12,27,5038
27002,12,27,4663
27003,12,27,4788
27004,12,27,4263
27005,12,27,5193
27006,12,27,5174
27007,12,27,5258
27008,12,27,4368
27009,12,27,4960
27010,12,27,5723
27011,12,27,5108
27012,12,27,4372
27013,12,27,5550
27014,12,27,5402
27015,12,27,5664
27016,12,27,6117
27017,12,27,3954
27018,12,27,5498
27019,12,27,6199
27020,12,27,5483
27021,12,27,4722
27022,12,27,5772
27023,12,27,5152
27024,12,27,4570
27025,12,27,5310
27026,12,27,5095
27027,12,27,4880
27028,12,27,6893
27029,12,27,4503
27030,12,27,5499
27031,12,27,6553
27032,12,27,5434
27033,12,27,3320
27034,12,27,4141
27035,12,27,1229
27037,12,27,4092
27038,12,27,3921
27039,12,27,5650
27040,12,27,5362
27041,12,27,5093
27042,12,27,4675
27043,12,27,4340
27044,12,27,5280
27045,12,27,3993
27046,12,27,4510
27047,12,27,4628
27048,12,27,5013
27049,12,27,4442
27050,12,27,5338
27051,12,27,6200
27052,12,27,3812
27053,12,27,3048
27054,12,27,4252
27055,12,27,4350
27056,12,27,4432
27057,12,27,6365
27058,12,27,5520
27059,12,27,4916
27060,12,27,5233
27061,12,27,4058
27062,12,27,3316
27063,12,27,4739
27064,12,27,4575
27065,12,27,6427
27066,12,27,6451
27901,12,27,5071
27902,12,27,6166
28001,13,28,6987
28002,13,28,5481
28003,13,28,1442
28004,13,28,6113
28005,13,28,6927
28006,13,28,6898
28007,13,28,6916
28008,13,28,4964
28009,13,28,6566
28010,13,28,6372
28011,13,28,2894
28012,13,28,3949
28013,13,28,6825
28014,13,28,6819
28015,13,28,6604
28016,13,28,35
28017,13,28,4331
28018,13,28,5696
28019,13,28,4352
28020,13,28,1297
28021,13,28,2955
28022,13,28,6807
28023,13,28,5930
28024,13,28,1099
28025,13,28,2866
28026,13,28,6195
28027,13,28,4632
28028,13,28,4778
28029,13,28,3281
28030,13,28,4951
28031,13,28,5064
28032,13,28,5920
28033,13,28,5761
28034,13,28,2563
28035,13,28,4635
28036,13,28,5242
28037,13,28,4705
28038,13,28,5935
28039,13,28,933
28040,13,28,6632
28041,13,28,5907
28042,13,28,4342
28043,13,28,6079
28044,13,28,6112
28045,13,28,6803
28046,13,28,5904
28047,13,28,6835
28048,13,28,3036
28049,13,28,6885
28050,13,28,5703
28051,13,28,4726
28052,13,28,5707
28053,13,28,6162
28054,13,28,6419
28055,13,28,4218
28056,13,28,4360
28057,13,28,4681
28058,13,28,6926
28059,13,28,5867
28060,13,28,4645
28061,13,28,6730
28062,13,28,2256
28063,13,28,2156
28064,13,28,1022
28065,13,28,6917
28066,13,28,6175
28067,13,28,5825
28068,13,28,6435
28070,13,28,802
28072,13,28,6027
28073,13,28,6536
28074,13,28,6923
28075,13,28,6046
28076,13,28,2979
28078,13,28,7153
28079,13,28,6955
28080,13,28,6853
28082,13,28,6040
28083,13,28,6339
28084,13,28,6613
28085,13,28,5804
28086,13,28,6053
28087,13,28,5553
28088,13,28,2105
28089,13,28,5611
28090,13,28,6309
28091,13,28,5997
28092,13,28,6928
28093,13,28,5036
28094,13,28,4000
28095,13,28,4869
28096,13,28,6655
28097,13,28,496
28099,13,28,5007
28100,13,28,5828
28101,13,28,2013
28102,13,28,4077
28104,13,28,6555
28106,13,28,6902
28107,13,28,2724
28108,13,28,5639
28109,13,28,4971
28110,13,28,5044
28111,13,28,3371
28112,13,28,1171
28113,13,28,6804
28114,13,28,826
28115,13,28,6876
28116,13,28,3740
28117,13,28,448
28119,13,28,5178
28120,13,28,4560
28121,13,28,1761
28122,13,28,3067
28123,13,28,6857
28124,13,28,70
28125,13,28,5449
28127,13,28,6886
28128,13,28,2550
28129,13,28,6334
28130,13,28,6782
28131,13,28,6517
28132,13,28,6541
28133,13,28,6072
28134,13,28,6867
28135,13,28,3995
28136,13,28,3431
28137,13,28,4832
28138,13,28,10
28140,13,28,5326
28141,13,28,6119
28143,13,28,7152
28144,13,28,6089
28145,13,28,5197
28146,13,28,4953
28147,13,28,3984
28148,13,28,6903
28149,13,28,6013
28150,13,28,5482
28151,13,28,5598
28152,13,28,6610
28153,13,28,3485
28154,13,28,6038
28155,13,28,3161
28156,13,28,4188
28157,13,28,3499
28158,13,28,3599
28159,13,28,3492
28160,13,28,6294
28161,13,28,6852
28162,13,28,5321
28163,13,28,2883
28164,13,28,5479
28165,13,28,5037
28166,13,28,2448
28167,13,28,6303
28168,13,28,4463
28169,13,28,4550
28170,13,28,5308
28171,13,28,5881
28172,13,28,6253
28173,13,28,3324
28174,13,28,4927
28175,13,28,3965
28176,13,28,6502
28177,13,28,6461
28178,13,28,4285
28179,13,28,4701
28180,13,28,5994
28181,13,28,6673
28182,13,28,1642
28183,13,28,4308
28901,13,28,3950
28902,13,28,3055
28903,13,28,6786
29001,1,29,5739
29002,1,29,4996
29003,1,29,4085
29004,1,29,2711
29005,1,29,5862
29006,1,29,3517
29007,1,29,6762
29008,1,29,6624
29009,1,29,4574
29010,1,29,4751
29011,1,29,5468
29012,1,29,6359
29013,1,29,4785
29014,1,29,1656
29015,1,29,6791
29016,1,29,2518
29017,1,29,6118
29018,1,29,4989
29019,1,29,4140
29020,1,29,5485
29021,1,29,834
29022,1,29,1494
29023,1,29,5657
29024,1,29,2703
29025,1,29,6836
29026,1,29,4347
29027,1,29,5167
29028,1,29,4330
29029,1,29,2857
29030,1,29,3764
29031,1,29,4614
29032,1,29,6106
29033,1,29,4562
29034,1,29,3565
29035,1,29,4606
29036,1,29,3475
29037,1,29,1535
29038,1,29,6626
29039,1,29,5345
29040,1,29,5016
29041,1,29,5699
29042,1,29,6592
29043,1,29,5329
29044,1,29,4305
29045,1,29,5348
29046,1,29,5315
29047,1,29,4276
29048,1,29,4483
29049,1,29,5455
29050,1,29,3061
29051,1,29,6839
29052,1,29,1729
29053,1,29,5200
29054,1,29,6855
29055,1,29,5000
29056,1,29,4443
29057,1,29,2664
29058,1,29,4789
29059,1,29,5267
29060,1,29,3544
29061,1,29,4264
29062,1,29,3613
29063,1,29,2528
29064,1,29,3244
29065,1,29,1415
29066,1,29,2651
29067,1,29,6950
29068,1,29,6366
29069,1,29,6909
29070,1,29,6858
29071,1,29,4072
29072,1,29,5669
29073,1,29,4925
29074,1,29,3755
29075,1,29,6578
29076,1,29,5239
29077,1,29,1477
29079,1,29,5309
29080,1,29,6141
29081,1,29,1973
29082,1,29,6784
29083,1,29,5154
29084,1,29,6758
29085,1,29,1367
29086,1,29,4279
29087,1,29,3140
29088,1,29,5318
29089,1,29,5475
29090,1,29,4829
29091,1,29,6462
29092,1,29,3276
29093,1,29,5028
29094,1,29,6863
29095,1,29,5545
29096,1,29,5357
29097,1,29,5716
29098,1,29,4394
29099,1,29,4607
29100,1,29,5192
29901,1,29,6845
29902,1,29,5287
30001,14,30,5897
30002,14,30,6355
30003,14,30,6742
30004,14,30,4229
30005,14,30,6789
30006,14,30,3788
30007,14,30,6153
30008,14,30,6572
30009,14,30,6523
30010,14,30,6263
30011,14,30,5890
30012,14,30,6321
30013,14,30,6235
30014,14,30,4777
30015,14,30,6664
30016,14,30,6933
30017,14,30,6449
30018,14,30,6255
30019,14,30,6753
30020,14,30,6198
30021,14,30,6452
30022,14,30,6658
30023,14,30,5610
30024,14,30,6888
30025,14,30,5933
30026,14,30,6743
30027,14,30,6847
30028,14,30,6074
30029,14,30,6480
30030,14,30,6949
30031,14,30,2915
30032,14,30,5461
30033,14,30,6407
30034,14,30,4254
30035,14,30,6726
30036,14,30,6641
30037,14,30,6736
30038,14,30,6587
30039,14,30,6716
30040,14,30,3615
30041,14,30,6539
30042,14,30,4907
30043,14,30,6745
30901,14,30,6440
30902,14,30,6443
31001,15,31,21
31002,15,31,2822
31003,15,31,492
31005,15,31,2251
31006,15,31,4998
31007,15,31,970
31008,15,31,4
31009,15,31,3526
31010,15,31,6014
31011,15,31,3498
31012,15,31,3795
31013,15,31,3390
31014,15,31,2206
31015,15,31,5119
31016,15,31,6250
31017,15,31,2441
31018,15,31,2922
31019,15,31,4990
31020,15,31,2902
31021,15,31,7135
31022,15,31,3070
31023,15,31,6052
31024,15,31,287
31025,15,31,3640
31026,15,31,926
31027,15,31,3859
31028,15,31,1552
31029,15,31,4003
31030,15,31,1093
31031,15,31,1653
31032,15,31,4866
31033,15,31,7096
31036,15,31,3871
31037,15,31,180
31038,15,31,4460
31039,15,31,296
31040,15,31,1460
31041,15,31,4638
31042,15,31,5408
31044,15,31,1988
31045,15,31,3101
31046,15,31,7041
31047,15,31,1894
31048,15,31,1006
31049,15,31,3519
31050,15,31,6049
31051,15,31,1939
31052,15,31,325
31053,15,31,3247
31054,15,31,3024
31055,15,31,2071
31056,15,31,1346
31057,15,31,4852
31058,15,31,1682
31059,15,31,1407
31060,15,31,6510
31062,15,31,4281
31063,15,31,96
31064,15,31,4717
31065,15,31,5049
31066,15,31,3881
31067,15,31,4974
31068,15,31,5441
31069,15,31,3763
31070,15,31,5492
31071,15,31,7134
31072,15,31,6034
31073,15,31,2269
31074,15,31,2689
31075,15,31,237
31076,15,31,5360
31077,15,31,6047
31078,15,31,5238
31080,15,31,3183
31081,15,31,2431
31082,15,31,3425
31083,15,31,7120
31084,15,31,4932
31085,15,31,2920
31086,15,31,6490
31087,15,31,1194
31088,15,31,6004
31089,15,31,2097
31090,15,31,772
31091,15,31,2285
31092,15,31,3400
31093,15,31,2006
31094,15,31,324
31095,15,31,7060
31096,15,31,382
31097,15,31,6388
31098,15,31,4843
31100,15,31,1991
31101,15,31,4439
31102,15,31,801
31104,15,31,4972
31105,15,31,4784
31106,15,31,3638
31107,15,31,4956
31108,15,31,4967
31109,15,31,4537
31110,15,31,170
31111,15,31,105
31112,15,31,27
31113,15,31,836
31114,15,31,2722
31115,15,31,1034
31117,15,31,3329
31118,15,31,1057
31119,15,31,7040
31120,15,31,2519
