id,Y,M,O,Total
29100_AM,1287,4087,2031,7405
29901,7699,38043,20686,66428
30001,1715,3254,1452,6421
30002,3471,6902,3312,13685
30003,11807,23627,1524,36958
30005,9229,21215,10493,40937
30007,2574,5008,2140,9722
30008,5201,11716,4366,21283
30009,4131,11834,3616,19581
30010,2412,6528,2181,11121
30011,988,3463,2485,6936
30012,2245,6414,3458,12117
30013,2761,6043,1770,10574
30014_AM,1099,2863,1232,5194
30015,3764,13883,9567,27214
3001601,962,2335,1223,4520
3001602,2630,6380,3342,12352
3001603,6568,15934,8346,30848
3001604,1308,3173,1662,6143
3001605,2555,6132,3006,11693
3001606,4517,10949,5699,21165
3001607,4476,10890,5678,21044
3001608,9812,23805,12469,46086
3001609,1636,3979,2074,7689
3001610,10731,26033,13636,50400
30017,4372,9314,2073,15759
30018,3048,6940,1664,11652
30019,8794,20454,6952,36200
30020,2736,6005,2014,10755
30021,2789,10372,4306,17467
30022,6547,13999,7202,27748
30023,1410,3583,993,5986
3002401,8564,32173,17351,58088
3002402,5204,19105,10178,34487
30025,1852,4024,1740,7616
30026,8755,20837,2272,31864
3002701,12854,37642,18717,69213
30028,2334,5077,982,8393
30029_AM,5407,11641,3855,20903
3003001,9971,33589,11957,55517
3003002,8421,28369,10098,46888
3003003,9001,30322,10794,50117
3003004,16533,54239,19869,90641
3003005,13200,44468,15829,73497
3003006,8789,29029,10285,48103
3003007,9143,28073,10019,47235
3003008,2092,7054,2525,11671
30033,4083,8373,3229,15685
30035,5116,20118,8594,33828
30036,5602,14235,5925,25762
30037,6314,19565,9978,35857
30038,5914,13773,3532,23219
30039_AM,7818,16907,6588,31313
30041,5149,11499,2918,19566
30042_AM,985,2342,884,4211
30043,5360,19199,10333,34892
30901,2854,9283,4219,16356
30902,3911,8453,3961,16325
31010_AM,1754,4859,2424,9037
31015_AM,1367,3356,1036,5759
31016,913,4809,4786,10508
31019_AM,1029,2701,1204,4934
31023,3067,5984,1331,10382
31029_AM,941,2391,1049,4381
31036_AM,984,2616,1051,4651
31038_AM,1057,2886,1134,5077
31041_AM,1237,3385,1793,6415
31042_AM,896,2750,1619,5265
31050_AM,1705,4855,2168,8728
31060,3400,9252,5789,18441
31067_AM,1150,3282,1276,5708
31070,891,2246,1173,4310
31072_AM,2270,5716,2391,10377
31076_AM,1785,3828,1695,7308
31077,1893,3852,2099,7844
31078_AM,759,2961,1971,5691
31084_AM,1272,3110,1226,5608
31086,5238,10677,4905,20820
31088,1467,4596,2576,8639
31092_AM,980,2484,971,4435
31097,2723,8093,3533,14349
31098_AM,1342,3304,1159,5805
31104_AM,770,1998,996,3764
31108_AM,1019,2592,1043,4654
31122,1859,3684,1558,7101
31138_AM,939,2304,854,4097
31142_AM,1492,3509,1434,6435
31149_AM,1000,2305,878,4183
31157_AM,1358,3420,1460,6238
31163_AM,1333,3170,982,5485
31165_AM,1409,2767,726,4902
31169_AM,854,3073,2097,6024
31176_AM,2200,5399,1757,9356
31191_AM,1491,3692,1284,6467
3120101,2290,5795,1965,10050
3120102,4256,10771,3652,18679
3120103,7816,19840,6783,34439
3120104,7383,18083,6448,31914
3120105,4198,10658,4080,18936
3120106,3697,10322,5040,19059
3120107,9082,24966,10184,44232
3120108,2439,6150,2098,10687
31202,1357,2957,1090,5404
31206_AM,777,2089,976,3842
31208_AM,994,3345,2014,6353
31215,1166,3538,1676,6380
31216_AM,1917,4652,1699,8268
31221_AM,1113,3035,1361,5509
31227,3132,7027,1051,11210
31232,4770,17963,12768,35501
31249_AM,1226,3845,1562,6633
31250_AM,1968,4737,1614,8319
31251_AM,950,2562,904,4416
31258,1804,5753,2558,10115
31260_AM,1032,2580,1139,4751
31901,1890,9159,7129,18178
31902,933,3348,2506,6787
31903,2071,5608,1701,9380
31904_AM,1486,3244,1268,5998
31905_AM,1468,3141,739,5348
31906_AM,1299,2886,1498,5683
31907,3530,7329,3374,14233
31908_AM,1068,2641,1114,4823
32001_AM,1662,4645,1485,7792
32004_AM,1692,3614,1366,6672
32007_AM,1492,3838,1869,7199
32008_AM,3129,7731,2739,13599
32009,2033,7802,3934,13769
32013_AM,1455,3411,1665,6531
32017_AM,1184,3038,840,5062
32019,3091,7901,3078,14070
32020_AM,1192,3234,1829,6255
32024,1053,3002,1595,5650
32026_AM,1455,3477,1009,5941
32032,2670,5704,1954,10328
32042_AM,1337,3268,1382,5987
32043_AM,1470,3809,1430,6709
32045_AM,1336,3512,1542,6390
32050_AM,1695,4283,2053,8031
32051_AM,1398,3012,805,5215
3205401,5512,10925,3672,20109
3205402,4304,8487,2838,15629
3205403,6033,12365,4020,22418
3205404,4294,8532,2910,15736
3205405,7207,14295,4733,26235
32056_AM,1024,2921,1208,5153
32058_AM,1853,4869,2002,8724
32063_AM,1380,3307,1431,6118
32067_AM,1364,3391,1421,6176
32069,1170,2784,1166,5120
32072_AM,1839,4646,1599,8084
32075_AM,1713,4135,1788,7636
32076_AM,1665,3714,1107,6486
32085,3467,8640,2424,14531
32086_AM,1269,3016,1063,5348
32091_AM,1389,3483,1123,5995
33001_AM,1154,2933,1148,5235
33002,3079,7528,1012,11619
3300401,12975,39318,25608,77901
33007_AM,955,2280,895,4130
33008_AM,1122,3307,1745,6174
33011,2074,7690,3989,13753
33012,1603,3906,867,6376
33014,2196,5767,2718,10681
33015_AM,602,1694,918,3214
33016,4436,12563,5580,22579
33019_AM,764,2650,1048,4462
33020_AM,4061,8692,3699,16452
33021,638,3011,2341,5990
33023_AM,1447,3998,1578,7023
3302401,7881,18468,5428,31777
3302402,654,1533,450,2637
3302403,7866,18432,5418,31716
3302404,4253,9967,2929,17149
3302405,7602,17814,5236,30652
3302406,8010,18771,5517,32298
3302407,15710,36814,10821,63345
3302408,7362,17252,5071,29685
3302409,6431,15090,4481,26002
33025,1302,5933,3495,10730
33026_AM,2872,6984,2665,12521
33031,8174,21562,9873,39609
33032,3091,6824,5065,14980
33033,1187,5955,5089,12231
33034,2426,7352,3397,13175
33035,2805,7315,4367,14487
33036,3812,9081,1875,14768
33037,6721,21194,10726,38641
33038_AM,1513,3868,1632,7013
33040_AM,2453,5921,1662,10036
33041,1668,4744,2053,8465
33042,1192,3142,1200,5534
3304401,1007,3743,2513,7263
3304402,1347,5004,3359,9710
3304403,2217,8238,5530,15985
3304404,2682,9758,6426,18866
3304405,2345,8711,5848,16904
3304406,4834,17959,12056,34849
3304407,1363,5065,3400,9828
3304408,2620,9733,6534,18887
3304409,2743,10192,6842,19777
3304410,2517,9351,6277,18145
3304411,1169,4343,2915,8427
3304412,2494,9280,6272,18046
3304413_AD,694,2579,1752,5025
3304415,514,1835,1210,3559
3304416,680,2499,1671,4850
33045,1391,3183,1319,5893
33049,1867,4454,1614,7935
33051_AM,2322,6113,3132,11567
33056,1447,3172,1721,6340
33059,1541,3267,923,5731
33060,4317,10108,2129,16554
33066,12546,29964,9830,52340
33069_AM,1449,3298,1431,6178
33070_AM,1910,4334,1529,7773
33072_AM,815,3936,2477,7228
33073,2473,5240,2123,9836
33074_AM,1169,3052,1235,5456
33076,4291,10086,2597,16974
34004_AM,1449,4100,1836,7385
34017_AM,1241,3082,1031,5354
34022_AM,1112,2957,1142,5211
34023,1298,2897,2036,6231
34047_AM,1359,3081,1089,5529
34056_AM,1190,2851,1249,5290
34069_AM,1197,2934,1380,5511
34079_AM,1323,3391,1600,6314
34080,934,3808,2021,6763
34083_AM,1176,2912,1105,5193
3412001,451,1961,1692,4104
3412002,509,2150,1825,4484
3412003,549,2388,2061,4998
3412004,1103,4793,4136,10032
3412005,2559,9832,7791,20182
3412006,1241,5049,4202,10492
3412007,2568,11159,9630,23357
34123_AM,1077,2559,1025,4661
34157_AM,1445,3428,1303,6176
34199_AM,1230,2968,1095,5293
34225,916,3074,2143,6133
34232_AM,1524,3436,1275,6235
35001,1447,3239,1152,5838
35002,7374,18473,6424,32271
35003_AM,3327,7276,1551,12154
3500401,4447,10778,6352,21577
3500402,7989,19388,11500,38877
35006,6952,21003,10505,38460
35008,1912,4412,1957,8281
35009,6457,14280,3647,24384
35010,1153,2695,968,4816
35011,7043,18336,5524,30903
35012,3698,10271,5200,19169
35013,1634,4309,1646,7589
35014,4863,12380,6347,23590
35015,4061,10326,5118,19505
3501601,16204,34487,17847,68538
3501602,18925,39850,20809,79584
3501603,16274,34268,17894,68436
3501604,24421,51424,26853,102698
3501605,12669,27256,14095,54020
35017,10252,22872,6992,40116
35018,2459,9429,6463,18351
3501901_AD,2984,6190,2882,12056
3501902,1262,2870,1410,5542
3501903,7904,18155,8968,35027
3501904,2708,6244,3086,12038
35020,1392,4442,1706,7540
35021,3591,9749,4647,17987
3502203,15625,30986,13960,60571
35023,4317,9201,1378,14896
35024,5864,13119,2509,21492
3502601_AD,4626,11356,4877,20859
3502602,3616,8875,3811,16302
3502603,7184,17587,7576,32347
3502604,1401,3430,1453,6284
3502606,6131,15072,6424,27627
35027,3050,6344,3117,12511
35028,4426,11009,4684,20119
35029,1403,3325,1220,5948
35030,3074,7359,3884,14317
35031,2220,4670,2326,9216
35032_AM,1183,3165,1783,6131
35033,1072,3611,2634,7317
35034,4170,9366,2590,16126
36003_AM,2543,7876,5287,15706
36004,1486,6284,4176,11946
36005,2398,6230,2079,10707
36006,4110,9201,778,14089
36008,6455,15631,5381,27467
36009_AM,1983,4365,1630,7978
36015,1401,2857,916,5174
36017,4586,10874,6893,22353
36018_AM,712,3226,2342,6280
36021,3629,8236,3677,15542
36022,3010,6212,1959,11181
36023,2857,5877,1722,10456
36024,4857,10728,4951,20536
36026,5416,12984,6290,24690
36027,802,2890,1819,5511
36028,711,2836,1534,5081
36029,4216,11138,4459,19813
36030_AM,815,3104,1586,5505
36032_AM,2309,6323,2742,11374
36033,2463,9201,3426,15090
36034_AM,2059,4522,1102,7683
36035,4363,10585,3076,18024
36037_AM,1650,4437,2087,8174
3603801,3114,8996,3258,15368
3603802,7855,22737,8251,38843
3603803,1062,3035,1119,5216
3603804_AD,2851,8179,2975,14005
3603805_AD,1620,4681,1701,8002
36039,4960,10362,3724,19046
36041,3576,9740,3335,16651
36042,5696,13937,4266,23899
36043,1248,3595,1256,6099
36044,577,1609,751,2937
36045,8036,15543,5495,29074
36046,745,2596,1915,5256
36047_AM,1572,3794,1454,6820
36048,1380,3610,1742,6732
36049,2291,5157,1904,9352
36050,2375,5122,2616,10113
36051,3862,8852,6309,19023
36052,2248,5237,1818,9303
36053,2010,4180,1421,7611
36054,3260,8366,2352,13978
36055,4766,9524,3054,17344
36056_AM,1733,5145,2558,9436
3605701,2645,10317,7147,20109
3605702,4151,16186,11213,31550
3605703,5324,20760,14382,40466
3605704,6328,24677,17096,48101
3605705,2030,7917,5484,15431
3605706,3612,14085,9758,27455
3605707,7473,28988,19933,56394
3605708,2562,9951,6860,19373
3605709,3763,13866,9068,26697
36058,1417,3403,1505,6325
36059,1539,3042,1011,5592
36060,9990,20949,7194,38133
36061,2342,7429,952,10723
36901,1299,2897,837,5033
36902_AM,2341,4628,1231,8200
37008,687,2849,2000,5536
37010_AM,1276,3007,1121,5404
37014_AM,997,2345,923,4265
37046_AM,3749,8513,2099,14361
37067_AM,1547,3743,1636,6926
37069_AM,1640,3965,1565,7170
37073_AM,1438,3314,1130,5882
37085,1289,4132,1713,7134
37092_AM,1367,3180,1209,5756
37103_AM,1485,3495,1220,6200
37107,3954,7640,1590,13184
37135_AM,1291,2879,1081,5251
37136_AM,1148,2717,1081,4946
37140_AM,1164,2749,999,4912
37142_AM,1524,3546,1245,6315
37156,1314,3198,1172,5684
37170_AM,1308,3054,1032,5394
37172_AM,1321,3146,1169,5636
37173_AM,1190,2886,1069,5145
37174_AM,1378,3140,1085,5603
37246,1837,3644,1213,6694
3727401,2388,5204,2098,9690
3727402,5352,11800,4747,21899
3727403,5970,13011,5212,24193
3727404,6493,14220,5588,26301
3727405,5921,12905,5169,23995
3727406,6625,14451,5822,26898
37294,3652,7599,3421,14672
37313_AM,1516,3512,1215,6243
37322_AM,1502,3512,1291,6305
37354_AM,2583,6303,1962,10848
37362,1687,3730,1160,6577
37374_AM,1776,3836,1172,6784
37376_AM,1330,2873,1081,5284
38001,12544,27180,6559,46283
38004,1344,3291,708,5343
38005,1990,4766,1360,8116
3800601,18601,42556,17559,78716
38008,1861,4097,1056,7014
38009,1511,3276,471,5258
38010,1189,2840,755,4784
38011,7013,14720,4384,26117
38013_AM,1314,3216,1193,5723
38015_AM,1705,4219,1404,7328
38017,7505,26126,13789,47420
38018,1165,3328,1304,5797
38019,5714,10904,3541,20159
38020_AM,5934,11914,4270,22118
38022,5177,12884,4968,23029
3802301,11427,25561,5637,42625
3802302,9444,21179,4642,35265
3802303,10660,23799,5501,39960
3802304,2639,6057,1534,10230
3802305,5078,11427,2573,19078
3802306,1522,3411,749,5682
38024,5893,12177,2093,20163
38025,1128,4439,2990,8557
38026,11416,24395,7193,43004
38027,2790,4578,380,7748
38028,6185,16148,7406,29739
38029_AM,987,3011,1626,5624
38031,10272,19825,7693,37790
38032,3671,9464,3897,17032
38033_AM,1578,3469,1334,6381
38034,1264,2545,1162,4971
38035_AM,4606,11376,4125,20107
38036_AM,1724,4929,2000,8653
38037,3572,8605,2196,14373
3803801,3736,7629,3669,15034
3803802,2493,5090,2448,10031
3803803,5419,11065,5321,21805
3803804,3007,6139,2952,12098
3803805,4809,9820,4722,19351
3803806,7395,15099,7261,29755
3803807_AD,2896,5920,2830,11646
3803809,4399,8982,4319,17700
3803810,4036,8241,3963,16240
3803811,7736,15881,7389,31006
3803812,4428,9316,4395,18139
38039,4360,9087,1039,14486
38040,2726,5453,1837,10016
38041,2653,4760,1337,8750
38042,578,2241,1912,4731
38043,3647,11839,7923,23409
38045_AM,1737,4352,1501,7590
38046,3343,6368,2002,11713
38048,1078,2596,875,4549
38049_AM,2020,6231,2470,10721
38051,2287,4698,1494,8479
38053_AM,1001,3556,2213,6770
39001_AM,1659,3896,1406,6961
39002_AM,2083,4927,1791,8801
39008,4954,10479,2319,17752
39009_AM,1322,2759,1130,5211
39012,2398,5017,973,8388
39016,7220,16152,6720,30092
39018,1654,3297,784,5735
39020_AM,7986,20941,9253,38180
39023,2159,5211,851,8221
39025,3008,5742,2095,10845
39026_AM,1618,3660,1105,6383
39027_AM,1385,3352,986,5723
39028,1435,2906,985,5326
39035,1977,6663,2885,11525
39037_AM,1197,2522,830,4549
39040,1439,2815,1075,5329
39041_AM,1266,3502,1536,6304
39042,1114,4039,2183,7336
39043_AM,1486,3103,901,5490
39044,1236,2965,940,5141
39047_AM,1782,4132,1405,7319
39052,6230,15234,4347,25811
39054,1341,3383,1133,5857
39055_AM,1428,3333,1310,6071
39056_AM,1425,3203,922,5550
39059,2300,6030,1457,9787
39060,2408,4696,1445,8549
39061_AM,2460,5792,2333,10585
39073,3057,7634,2024,12715
39074,1556,5274,2806,9636
3907501,2061,4900,2176,9137
3907502,5851,13914,6180,25945
3907503,3201,7612,3381,14194
3907504,3688,8770,3895,16353
3907505,3747,8910,3957,16614
3907506,3121,7421,3296,13838
3907507,5884,13993,6215,26092
3907508,9692,23057,10197,42946
39076,1324,2588,512,4424
39078_AM,1098,3102,1395,5595
39079,2531,6441,2286,11258
39080_AM,1866,4405,1120,7391
39082_AM,1524,3681,1199,6404
39085,1307,4376,3238,8921
3908701,4769,8822,2247,15838
3908702_AD,3544,6686,1737,11967
3908703,3851,7169,1825,12845
3908704,3373,6264,1595,11232
39091_AM,1725,3828,1186,6739
39094_AM,828,1745,549,3122
39099_AM,2199,4987,1939,9125
39102_AM,1318,3485,1738,6541
40032_AM,1345,3151,1120,5616
40040_AM,1197,3068,1128,5393
40041_AM,1296,2931,1136,5363
40043_AM,1319,2956,926,5201
40057_AM,1151,2600,792,4543
40063,2593,5991,1260,9844
40076,2528,4675,1832,9035
40101_AM,1087,2916,917,4920
40112_AM,1332,2875,974,5181
40138_AM,1239,2944,1041,5224
40141_AM,1239,2720,796,4755
40145_AM,1572,3426,914,5912
40149_AM,953,2135,736,3824
40155,1573,3049,416,5038
40170_AM,1188,2776,810,4774
40181,1420,3135,964,5519
4019401_AD,1384,3302,995,5681
4019403,2023,4826,1455,8304
4019404,3789,9017,2697,15503
4019405,2541,6062,1828,10431
4019406,1566,3736,1126,6428
4019407,1241,2868,909,5018
40225_AM,1627,3656,1095,6378
40906_AM,1309,3098,1099,5506
4100401,2073,4997,1322,8392
4100403,3378,8145,2155,13678
4100404_AD,13415,32383,8613,54411
41005,3043,6851,2289,12183
41007,4707,9535,2136,16378
41010,1733,3535,1039,6307
41011_AM,6133,13527,4257,23917
41012_AM,2587,5425,1389,9401
41013,1675,3741,936,6352
41015,1941,3809,1588,7338
41016,2741,6462,2296,11499
41017,3120,11601,6724,21445
41018,3786,6812,2080,12678
41019,1984,3645,1214,6843
41020,4360,10210,2905,17475
41021,7879,15525,3256,26660
41022,1297,3464,1048,5809
41023,2920,5935,1778,10633
41024,8620,17648,5086,31354
41026_AM,1772,5367,1908,9047
41027,1154,3432,1112,5698
41029,4777,9259,3130,17166
41032_AM,1464,4200,1438,7102
41033_AM,1723,4643,1512,7878
41034,8870,20351,1912,31133
41036_AM,1412,3002,553,4967
4103801,1761,6542,3357,11660
4103802,2825,10496,5386,18707
4103803,3424,12722,6529,22675
4103804,5623,20894,10723,37240
4103805,6679,24388,12367,43434
41039,9757,24952,7264,41973
41040,3803,8710,3304,15817
41041_AM,3914,7986,1780,13680
41042,1943,4590,1291,7824
41044,3447,5520,1345,10312
41045,1929,4253,1609,7791
41046_AM,1191,3172,1617,5980
41047,3579,7047,2880,13506
41048_AM,1244,2810,1101,5155
41049,2507,7078,3982,13567
41050,921,3564,2160,6645
41051_AM,1876,3872,1107,6855
41053,6537,15994,5436,27967
41055_AM,6043,13051,3794,22888
41056_AM,2053,4511,1811,8375
41058,5098,13843,4924,23865
41059,10993,25687,8540,45220
41060,5602,14353,1732,21687
41064,1879,4324,1182,7385
41065_AM,8058,17743,3345,29146
41067_AM,3778,7688,1954,13420
41068_AM,5977,12300,4118,22395
41069,10039,21970,7683,39692
41070,2392,4772,1557,8721
41071,2013,4100,1114,7227
41072,919,2802,1549,5270
41074_AM,1943,4202,936,7081
41075,2174,8769,3532,14475
41076_AM,1419,2873,939,5231
41077,2472,6894,1994,11360
41079,3896,7178,1052,12126
41080_AM,1768,4630,1571,7969
41081,11862,21778,5253,38893
41082,1123,2585,717,4425
41084_AM,1851,3946,914,6711
41085,1510,3038,1191,5739
41086,4682,13379,3001,21062
41087,3521,7681,2839,14041
41089,2265,4501,1509,8275
41090_AM,2894,6362,2213,11469
4109101,18946,31495,2643,53084
4109102,24706,41071,3447,69224
4109103,16072,26717,2242,45031
4109104,30106,50047,4201,84354
4109105,22157,36834,3092,62083
4109106,14568,25299,3312,43179
4109107,24847,42050,4685,71582
4109108,20614,34268,2876,57758
4109109,36009,60041,5171,101221
4109110,13632,22662,1902,38196
4109111,7740,13146,1717,22603
41092,2307,5891,1668,9866
41093,6154,13111,5342,24607
41094,2434,5147,1053,8634
4109501,3244,7193,2498,12935
4109502_AD,2836,6288,2183,11307
4109503,2439,5410,1878,9727
4109505,4964,11022,3787,19773
41096_AM,2889,6583,1603,11075
41098,949,3524,2483,6956
41099,1511,3110,647,5268
41101,1904,4488,1792,8184
41102,3233,11218,5122,19573
41902,1462,3341,1220,6023
41903,1938,5364,1218,8520
42020,1133,3080,893,5106
42025_AM,1237,2676,909,4822
42035_AM,1349,3108,803,5260
42043_AM,1304,2907,966,5177
42069_AM,829,2180,849,3858
42094_AM,1147,2667,852,4666
42095_AM,1193,2927,982,5102
42134_AM,1563,3621,820,6004
42162_AM,1548,3537,1237,6322
42173,9960,21403,7582,38945
43004,2659,5146,1479,9284
43005,1243,2740,1055,5038
43009_AM,1242,3096,993,5331
43012,1352,3014,897,5263
43013,1800,3629,1431,6860
43014,5739,12677,3007,21423
43016,1457,2824,882,5163
43019_AM,1479,3383,1010,5872
43026_AM,1447,3588,1138,6173
43028_AM,1541,3492,1050,6083
43037,7517,16409,3431,27357
43038_AM,8878,20592,6100,35570
43042_AM,845,2375,1112,4332
43043_AM,1285,3539,1263,6087
43044,1394,3156,1049,5599
43047,2070,3746,504,6320
43050_AM,1930,4259,805,6994
43051,2708,7611,2919,13238
43052_AM,1255,2737,773,4765
43054_AM,1217,2662,859,4738
43055_AM,1075,2645,735,4455
43060_AM,1552,3211,930,5693
43064_AM,1150,2858,1141,5149
43086,1807,4284,1375,7466
43090_AM,1510,3319,922,5751
43092,3698,6642,2151,12491
43093,1239,2982,1305,5526
43094_AM,1266,3054,854,5174
43100,1283,2818,374,4475
43108_AM,1294,2999,826,5119
43109_AM,2448,4771,1652,8871
4312301,1063,2330,1129,4522
4312302,4270,9356,4534,18160
4312303,3919,8586,4161,16666
4312304,2063,4520,2190,8773
4312305,2372,5196,2518,10086
4312306,4406,9653,4678,18737
4312307,2147,4592,2026,8765
4312308,2742,5995,2842,11579
4312309_AD,1259,2832,1338,5429
43126_AM,2313,4940,1458,8711
43128_AM,1458,3151,835,5444
43129_AM,2493,6392,2492,11377
43131,2182,3830,1021,7033
43133,2025,4265,1666,7956
43136,4206,8769,2272,15247
43137_AM,1077,2776,947,4800
43138_AM,1843,4276,1370,7489
43139_AM,1319,3170,881,5370
43140_AM,2347,5025,1464,8836
43145,1184,3229,941,5354
4314801_AD,2019,4498,1429,7946
4314804,4190,9335,2967,16492
4314805,2763,6155,1956,10874
4314806,5989,13078,4028,23095
4314807,10825,24076,7232,42133
4314808,5542,12212,3866,21620
4314809,2199,4687,1465,8351
43153,3475,9292,3705,16472
43155,8044,19249,6136,33429
43156,1275,3400,1687,6362
43161,6768,12727,3795,23290
43162,1564,3850,889,6303
43163,9497,22252,6344,38093
43166_AM,1407,2856,734,4997
43171,5886,12202,4333,22421
43176_AM,1566,3612,999,6177
43901_AM,3869,8979,2586,15434
43904_AM,2265,4566,1014,7845
43905,7098,14804,4379,26281
43906_AM,1855,3564,842,6261
43907,1624,3214,976,5814
44008_AM,1758,3845,1167,6770
44009_AM,1164,2592,736,4492
44013,4721,9825,2242,16788
44014_AM,1262,2796,819,4877
44025,2351,4746,1054,8151
44050_AM,1418,3348,861,5627
44051_AM,1059,2758,1028,4845
44059_AM,1197,2777,856,4830
44068_AM,1206,2559,747,4512
44076_AM,1749,3750,1007,6506
44153_AM,1515,3315,885,5715
44155_AM,1445,3298,1001,5744
44158_AM,1267,2763,844,4874
44210_AM,1292,2762,726,4780
44216,8033,18310,7444,33787
44238_AM,1137,2600,755,4492
44246_AM,1359,3057,984,5400
45002_AM,2349,4682,1031,8062
45014,901,2974,1501,5376
45015_AM,1172,2790,843,4805
45016,1708,3541,877,6126
45019,2224,6098,2072,10394
45020_AM,1548,3394,715,5657
45023_AM,1228,3428,1041,5697
45028,1105,3235,1170,5510
45031_AM,1914,4429,1421,7764
45037_AM,1560,3645,1014,6219
45038,1442,3299,778,5519
45040_AM,2276,5230,1609,9115
45041,1874,4233,1111,7218
45045_AM,2049,4205,1010,7264
45046_AM,1632,3442,904,5978
45047_AM,1390,3056,991,5437
45052_AM,1345,3067,878,5290
45053,2585,6245,1483,10313
45054_AM,2581,5330,1442,9353
45061_AM,1798,3741,807,6346
45064_AM,2427,5537,1500,9464
45066,2498,6608,2114,11220
45069_AM,1763,3574,897,6234
45071_AM,1532,3167,854,5553
45081,7817,17687,2420,27924
45084_AM,1757,3945,1108,6810
45087,2768,5987,1565,10320
45098_AM,1605,3541,1020,6166
45099_AM,2833,6040,1267,10140
45101_AM,2064,4198,979,7241
45102_AM,2246,5395,1262,8903
45106,2812,6005,1665,10482
45107,1447,2750,675,4872
45109_AM,998,2877,1189,5064
45112_AM,1479,3116,741,5336
45115_AM,1709,3960,937,6606
45118_AM,1411,3289,779,5479
45119_AM,2477,5038,1263,8778
45121_AM,3198,6457,2443,12098
45122,2281,4747,861,7889
45123,1219,2981,623,4823
45124_AM,1731,3443,753,5927
45125_AM,2737,5928,1481,10146
45132_AM,1282,3394,1224,5900
45133_AM,2458,5072,1522,9052
45135_AM,2803,5936,1123,9862
45136,2299,4834,1251,8384
45137_AM,1847,3935,1265,7047
45140_AM,1580,3545,942,6067
45142,3375,7045,1438,11858
45145_AM,2165,4557,1180,7902
45156_AM,1973,4106,1319,7398
45157_AM,2090,4298,1034,7422
45158_AM,1604,3374,902,5880
45161,6275,13873,3897,24045
45163,2888,6694,1606,11188
4516501,3693,8727,808,13228
4516502,7022,16573,1604,25199
4516503,8352,20210,2643,31205
4516504,3719,8788,814,13321
4516801_AD,1935,5548,1631,9114
4516805,7817,21615,6276,35708
4516806,1128,3160,904,5192
4516807,6153,17277,4986,28416
45173,4992,7808,962,13762
45176,1795,3497,634,5926
45181_AM,2502,4990,1000,8492
45185,2941,5689,1535,10165
45187_AM,2285,4885,1165,8335
45197_AM,1376,2992,884,5252
45199_AM,2704,5679,1050,9433
45200_AM,2317,5252,1166,8735
45201,1204,3366,1248,5818
45202,1626,3362,636,5624
45203_AM,2429,5958,1559,9946
45205,3090,6837,1615,11542
46001_AM,560,1383,385,2328
46005,7365,17541,3881,28787
46006_AM,2019,5253,1602,8874
46007_AM,4347,10411,3555,18313
46008_AM,2434,5032,1256,8722
46011_AM,4110,7567,2039,13716
46013,5594,13890,3616,23100
46014_AM,3077,6478,1089,10644
46015,2807,5800,1262,9869
46016_AM,1421,3459,943,5823
46017,12389,25929,5787,44105
46019,3421,6676,1926,12023
46020,1275,2945,1030,5250
46021,8406,17480,5011,30897
46022_AM,5930,11810,2624,20364
46029,6924,14498,5940,27362
46031,3698,8025,1926,13649
46032,1420,4048,1825,7293
46035,2332,5294,1237,8863
46039_AM,1221,3255,1055,5531
46042_AM,2580,5593,1357,9530
46044,1203,3053,1186,5442
46048_AM,2550,5028,973,8551
46051,3032,6779,1435,11246
46054,4034,8081,1995,14110
46060,3363,7167,1421,11951
46062,1654,3311,1023,5988
46070,6955,14786,3678,25419
46072,1219,2430,588,4237
46074_AM,2155,6049,2006,10210
46077,2329,5748,1831,9908
46078,9316,20868,5541,35725
46081,2811,7718,3263,13792
46082,1844,3808,1015,6667
46083,6399,11924,3107,21430
46085,4472,8827,2842,16141
46093_AM,1703,3714,1193,6610
46094,7597,16173,3442,27212
46097_AM,1331,3008,881,5220
46098_AM,2478,5490,1553,9521
46102,6808,13366,3886,24060
46105,6445,12487,4786,23718
46106_AM,2044,4424,1177,7645
46109,2388,4993,1500,8881
46110,9372,16602,2027,28001
46111_AM,4781,12294,3903,20978
46113_AM,1663,3579,1055,6297
46116,4662,10866,2973,18501
46118_AM,2176,4381,1178,7735
46122_AM,2442,5458,1131,9031
46126,1869,4039,1164,7072
46127_AM,1402,3120,771,5293
4613101_AD,2540,5100,1001,8641
4613102,6862,16069,3528,26459
4613104,3524,8166,1899,13589
4613105,3157,7392,1623,12172
4613106,2301,5400,1594,9295
4613107,1314,3076,779,5169
46132_AM,1312,3226,979,5517
46134_AM,2953,6377,1898,11228
46135,3909,7131,1798,12838
46139,1417,3492,1190,6099
46143_AM,2195,4580,1272,8047
46145,7338,14146,3402,24886
46147_AM,7113,16780,4263,28156
46150_AM,1836,4066,888,6790
46156_AM,1783,4294,1144,7221
46157_AM,1884,4200,1198,7282
46159,7031,17012,5286,29329
46160_AM,1479,3287,1019,5785
46164,3988,9721,2828,16537
46165,2701,5171,1422,9294
46166,2238,5831,2418,10487
46169,12859,23320,5474,41653
46170_AM,2141,4673,1358,8172
46171,5335,12666,2861,20862
46172_AM,3661,7738,1727,13126
46173_AM,1832,3917,1081,6830
46177_AM,1737,4190,981,6908
46178,2083,4397,1083,7563
46179_AM,1405,3284,909,5598
46181_AM,8095,17152,3648,28895
46183,2778,5200,882,8860
