id,area,Y,M,O,Total
29091,50546502.37385767,2485,7914,5022,15421
2909401,27566215.207968548,6894,17397,5708,29999
2909402_AD,59768404.38087696,2820,7263,2562,12645
2909403,9549244.883985078,6072,14914,4587,25573
2909404,61089745.59850699,3027,7369,2105,12501
29095_AM,92700739.16096844,1294,3300,1348,5942
29097_AM,103290036.5618723,2224,5410,2205,9839
29100_AM,183767709.21724495,1287,4087,2031,7405
29901,19832431.832522135,7699,38043,20686,66428
30001,235959527.5231587,1715,3254,1452,6421
30002,115171075.08398217,3471,6902,3312,13685
30003,252169823.13274992,11807,23627,1524,36958
30005,16246163.12034885,9229,21215,10493,40937
30007,23828601.446891762,2574,5008,2140,9722
30008,312280465.4568239,5201,11716,4366,21283
30009,16387432.049998123,4131,11834,3616,19581
30010,10127309.691588718,2412,6528,2181,11121
30011,87414186.33590595,988,3463,2485,6936
30012,82607143.68288675,2245,6414,3458,12117
30013,185073460.0878455,2761,6043,1770,10574
30014_AM,151262053.336812,1099,2863,1232,5194
30015,860203254.8914151,3764,13883,9567,27214
3001601,898503.013290596,962,2335,1223,4520
3001602,1052675.5612624527,2630,6380,3342,12352
3001603,1488363.5021016262,6568,15934,8346,30848
3001604,402114.2867449304,1308,3173,1662,6143
3001605,64680999.77017521,2555,6132,3006,11693
3001606,106589271.0069378,4517,10949,5699,21165
3001607,128132060.78238495,4476,10890,5678,21044
3001608,22799033.67553098,9812,23805,12469,46086
3001609,172778466.07487404,1636,3979,2074,7689
3001610,60129280.024654604,10731,26033,13636,50400
30017,299581790.3563587,4372,9314,2073,15759
30018,10287622.283118008,3048,6940,1664,11652
30019,367661865.14008677,8794,20454,6952,36200
30020,149665781.82773373,2736,6005,2014,10755
30021,274002209.3079408,2789,10372,4306,17467
30022,970442906.8632036,6547,13999,7202,27748
30023,56585991.311453536,1410,3583,993,5986
3002401,6704269.891730588,8564,32173,17351,58088
3002402,1671256695.9089818,5204,19105,10178,34487
30025,15753073.369284976,1852,4024,1740,7616
30026,319437977.7113396,8755,20837,2272,31864
3002701,169801684.45415825,12854,37642,18717,69213
30028,956287081.7436612,2334,5077,982,8393
30029_AM,664516791.0196049,5407,11641,3855,20903
3003001,5084505.127728701,9971,33589,11957,55517
3003002,3045599.6253169863,8421,28369,10098,46888
3003003,3661373.424590123,9001,30322,10794,50117
3003004,108397566.22107968,16533,54239,19869,90641
3003005,90004632.19033007,13200,44468,15829,73497
3003006,123973904.7592541,8789,29029,10285,48103
3003007,171822804.60653624,9143,28073,10019,47235
3003008,381228657.82235134,2092,7054,2525,11671
30033,145121159.513589,4083,8373,3229,15685
30035,75275359.48359232,5116,20118,8594,33828
30036,22322734.67049522,5602,14235,5925,25762
30037,189728554.27280435,6314,19565,9978,35857
30038,38855093.93780819,5914,13773,3532,23219
30039_AM,339058026.81054,7818,16907,6588,31313
30041,24828448.033109434,5149,11499,2918,19566
30042_AM,98696894.70375577,985,2342,884,4211
30043,606509040.4069979,5360,19199,10333,34892
30901,44154656.60290002,2854,9283,4219,16356
30902,19861294.49305996,3911,8453,3961,16325
31010_AM,60874267.07360763,1754,4859,2424,9037
31015_AM,189957040.68735954,1367,3356,1036,5759
31016,1913224.5526734232,913,4809,4786,10508
31019_AM,736123316.3635796,1029,2701,1204,4934
31023,40618878.32651106,3067,5984,1331,10382
31029_AM,432409234.9243322,941,2391,1049,4381
31036_AM,237209873.09892657,984,2616,1051,4651
31038_AM,480645868.63438696,1057,2886,1134,5077
31041_AM,188227510.90667766,1237,3385,1793,6415
31042_AM,86200901.24292862,896,2750,1619,5265
31050_AM,390370078.9759369,1705,4855,2168,8728
31060,2162035.4020119533,3400,9252,5789,18441
31067_AM,250651089.48535207,1150,3282,1276,5708
31070,18476536.17393533,891,2246,1173,4310
31072_AM,80676324.29346326,2270,5716,2391,10377
31076_AM,91513707.25574307,1785,3828,1695,7308
31077,81180686.61484167,1893,3852,2099,7844
31078_AM,72968592.47713357,759,2961,1971,5691
31084_AM,125924309.782753,1272,3110,1226,5608
31086,53508469.221149914,5238,10677,4905,20820
31088,48224540.532444574,1467,4596,2576,8639
31092_AM,1212183142.906709,980,2484,971,4435
31097,15405787.673097678,2723,8093,3533,14349
31098_AM,320053675.74667114,1342,3304,1159,5805
31104_AM,188457437.8296668,770,1998,996,3764
31108_AM,125061586.27347815,1019,2592,1043,4654
31122,3818570.0695366575,1859,3684,1558,7101
31138_AM,194846078.52502617,939,2304,854,4097
31142_AM,214156536.59666964,1492,3509,1434,6435
31149_AM,193434781.24118268,1000,2305,878,4183
31157_AM,60648089.34297115,1358,3420,1460,6238
31163_AM,102540654.91450183,1333,3170,982,5485
31165_AM,149303577.37932196,1409,2767,726,4902
31169_AM,75200627.47055572,854,3073,2097,6024
31176_AM,94331808.20176852,2200,5399,1757,9356
31191_AM,402554302.3731525,1491,3692,1284,6467
3120101,580627.7139736961,2290,5795,1965,10050
3120102,1355811.667067103,4256,10771,3652,18679
3120103,3573299.0885202703,7816,19840,6783,34439
3120104,4181838.210024807,7383,18083,6448,31914
3120105,3864309.3176660105,4198,10658,4080,18936
3120106,3761841.7218479286,3697,10322,5040,19059
3120107,6481309.304647171,9082,24966,10184,44232
3120108,1330467.3147900167,2439,6150,2098,10687
31202,88479416.67366149,1357,2957,1090,5404
31206_AM,81845962.00908902,777,2089,976,3842
31208_AM,106536386.37087928,994,3345,2014,6353
31215,21089906.365116213,1166,3538,1676,6380
31216_AM,288550179.58729655,1917,4652,1699,8268
31221_AM,224071268.0384583,1113,3035,1361,5509
31227,98432130.17653377,3132,7027,1051,11210
31232,215901813.74701503,4770,17963,12768,35501
31249_AM,143769305.92629725,1226,3845,1562,6633
31250_AM,154447573.82694507,1968,4737,1614,8319
31251_AM,96507228.12507533,950,2562,904,4416
31258,1078661.5687564653,1804,5753,2558,10115
31260_AM,330135479.1126649,1032,2580,1139,4751
31901,1386291.1027512765,1890,9159,7129,18178
31902,25743796.955813933,933,3348,2506,6787
31903,2692949.6044459837,2071,5608,1701,9380
31904_AM,252168869.65874812,1486,3244,1268,5998
31905_AM,84800576.76316223,0,1,0,1
31906_AM,46310354.31091622,1299,2886,1498,5683
31907,5097966.97356149,3530,7329,3374,14233
31908_AM,297361190.3504039,1068,2641,1114,4823
32001_AM,111205816.70806892,1662,4645,1485,7792
32004_AM,265591242.21109486,1692,3614,1366,6672
32007_AM,350879686.42670786,1492,3838,1869,7199
32008_AM,128375538.62792635,3129,7731,2739,13599
32009,85694815.61896852,2033,7802,3934,13769
32013_AM,317772584.6136137,1455,3411,1665,6531
32017_AM,706645460.6618454,1184,3038,840,5062
32019,54402347.31000384,3091,7901,3078,14070
32020_AM,155735863.4636879,1192,3234,1829,6255
32024,67351846.86135022,1053,3002,1595,5650
32026_AM,77877633.89533696,1455,3477,1009,5941
32032,132757376.22883438,2670,5704,1954,10328
32042_AM,420996614.46125054,1337,3268,1382,5987
32043_AM,365580600.9058845,1470,3809,1430,6709
32045_AM,115164366.13412896,1336,3512,1542,6390
32050_AM,365610836.21942425,1695,4283,2053,8031
32051_AM,392734560.7208792,1398,3012,805,5215
3205401,8643441.911530465,5512,10925,3672,20109
3205402,12070131.812579593,4304,8487,2838,15629
3205403,5676595.295312449,6033,12365,4020,22418
3205404,8211384.959084635,4294,8532,2910,15736
3205405,50004541.65193578,7207,14295,4733,26235
32056_AM,153437717.7424777,1024,2921,1208,5153
32058_AM,159350964.13137367,1853,4869,2002,8724
32063_AM,547160420.3360027,1380,3307,1431,6118
32067_AM,274952459.51053685,1364,3391,1421,6176
32069,25123960.40714348,1170,2784,1166,5120
32072_AM,178436924.0647741,1839,4646,1599,8084
32075_AM,90573244.10185464,1713,4135,1788,7636
32076_AM,205135130.83122578,1665,3714,1107,6486
32085,94139192.70099677,3467,8640,2424,14531
32086_AM,747564051.1916018,1269,3016,1063,5348
32091_AM,604934253.7911266,1389,3483,1123,5995
33001_AM,874296579.0134894,1154,2933,1148,5235
33002,376044803.0189006,3079,7528,1012,11619
3300401,26049245.98029581,12975,39318,25608,77901
33007_AM,462041564.34889615,955,2280,895,4130
33008_AM,525668680.31784755,1122,3307,1745,6174
33011,823541562.6740161,2074,7690,3989,13753
33012,212644012.52959886,1603,3906,867,6376
33014,67401188.27022381,2196,5767,2718,10681
33015_AM,697568455.8199859,602,1694,918,3214
33016,55487959.59516805,4436,12563,5580,22579
33019_AM,110965747.18213432,764,2650,1048,4462
33020_AM,70556708.31738013,4061,8692,3699,16452
33021,100721046.73420668,638,3011,2341,5990
33023_AM,143860243.6037879,1447,3998,1578,7023
3302401,1068650.2933696227,7881,18468,5428,31777
3302402,252052.38104544178,654,1533,450,2637
3302403,2589902.223362507,7866,18432,5418,31716
3302404,1393444.958031767,4253,9967,2929,17149
3302405,14327467.30277193,7602,17814,5236,30652
3302406,2184792.8775708717,8010,18771,5517,32298
3302407,3081114.9106119755,15710,36814,10821,63345
3302408,2289726.865848854,7362,17252,5071,29685
3302409,154726512.8736386,6431,15090,4481,26002
33025,81154692.04191914,1302,5933,3495,10730
33026_AM,284861931.54929715,2872,6984,2665,12521
33031,82659268.23351097,8174,21562,9873,39609
33032,131042178.41659926,3091,6824,5065,14980
33033,315664124.2621513,1187,5955,5089,12231
33034,353420084.1843917,2426,7352,3397,13175
33035,105445438.52376989,2805,7315,4367,14487
33036,263412276.31840718,3812,9081,1875,14768
33037,146152352.3583418,6721,21194,10726,38641
33038_AM,141673611.0817044,1513,3868,1632,7013
33040_AM,192970866.01653716,2453,5921,1662,10036
33041,63383709.66838322,1668,4744,2053,8465
33042,5552439.7660546,1192,3142,1200,5534
3304401,423563.48526299605,1007,3743,2513,7263
3304402,2580873.1681922465,1347,5004,3359,9710
3304403,1828649.2148254653,2217,8238,5530,15985
3304404,5709646.100163193,2682,9758,6426,18866
3304405,1904932.654078769,2345,8711,5848,16904
3304406,4902932.224892507,4834,17959,12056,34849
3304407,370311.4712283719,1363,5065,3400,9828
3304408,3195166.5788749023,2620,9733,6534,18887
3304409,2733730.9444806785,2743,10192,6842,19777
3304410,1179618.697394923,2517,9351,6277,18145
3304411,564196.0264353227,1169,4343,2915,8427
3304412,11635585.688086182,2494,9280,6272,18046
3304413_AD,58422351.597047664,694,2579,1752,5025
3304415,38725519.997902155,514,1835,1210,3559
3304416,52054893.65969766,680,2499,1671,4850
33045,126090896.07135862,1391,3183,1319,5893
33049,284216685.69534,1867,4454,1614,7935
33051_AM,175237336.26031086,2322,6113,3132,11567
33056,84396952.94182749,1447,3172,1721,6340
33059,226699576.23220822,1541,3267,923,5731
33060,56193994.37180962,4317,10108,2129,16554
33066,210640552.3400293,12546,29964,9830,52340
33069_AM,43671215.04313319,1449,3298,1431,6178
33070_AM,191947575.21050367,1910,4334,1529,7773
33072_AM,990516029.8804251,0,1,0,1
33073,541961474.4830596,2473,5240,2123,9836
33074_AM,316235581.9224995,1169,3052,1235,5456
33076,275866231.89613295,4291,10086,2597,16974
34004_AM,336484666.7802417,1449,4100,1836,7385
34017_AM,630821285.5169582,1241,3082,1031,5354
34022_AM,911686594.3556074,1112,2957,1142,5211
34023,14257885.017819406,1298,2897,2036,6231
34047_AM,493790508.5846713,1359,3081,1089,5529
34056_AM,923588334.6614653,1190,2851,1249,5290
34069_AM,511777997.5358093,1197,2934,1380,5511
34079_AM,134789433.92362586,1323,3391,1600,6314
34080,62843092.730141975,934,3808,2021,6763
34083_AM,697555455.5255082,1176,2912,1105,5193
3412001,226834.9632398739,451,1961,1692,4104
3412002,69323948.46575758,509,2150,1825,4484
3412003,214791.55928853346,549,2388,2061,4998
3412004,1662572.4004452291,1103,4793,4136,10032
3412005,10312636.708643593,2559,9832,7791,20182
3412006,9360594.746406266,1241,5049,4202,10492
3412007,3881443.1431350186,2568,11159,9630,23357
34123_AM,741307904.0317221,1077,2559,1025,4661
34157_AM,519677127.7944876,1445,3428,1303,6176
34199_AM,1086308048.3310096,1230,2968,1095,5293
34225,40056986.20531516,916,3074,2143,6133
34232_AM,855933631.5930852,1524,3436,1275,6235
35001,45405935.2334776,1447,3239,1152,5838
35002,78492933.2796142,7374,18473,6424,32271
35003_AM,354339072.99613225,3327,7276,1551,12154
3500401,3863784.4119197237,4447,10778,6352,21577
3500402,20087415.207237236,7989,19388,11500,38877
35006,32777103.241869524,6952,21003,10505,38460
35008,15819440.30039959,1912,4412,1957,8281
35009,62148052.39821822,6457,14280,3647,24384
35010,106867105.67553395,1153,2695,968,4816
35011,38445081.182061516,7043,18336,5524,30903
35012,173352639.1828563,3698,10271,5200,19169
35013,32324576.08334094,1634,4309,1646,7589
35014,356850399.04511344,4863,12380,6347,23590
35015,383574965.0605498,4061,10326,5118,19505
3501601,33167262.982587684,16204,34487,17847,68538
3501602,6481549.468180675,18925,39850,20809,79584
3501603,11867774.92581043,16274,34268,17894,68436
3501604,8832245.345076641,24421,51424,26853,102698
3501605,41885106.27876665,12669,27256,14095,54020
35017,291874000.05656993,10252,22872,6992,40116
35018,41042352.505324185,2459,9429,6463,18351
3501901_AD,151343931.26985136,2984,6190,2882,12056
3501902,59506071.7893192,1262,2870,1410,5542
3501903,67276838.46733285,7904,18155,8968,35027
3501904,98828304.09835178,2708,6244,3086,12038
35020,124195756.87118587,1392,4442,1706,7540
35021,24283283.17279538,3591,9749,4647,17987
3502203,19610121.985303525,15625,30986,13960,60571
35023,42403539.40063778,4317,9201,1378,14896
35024,251404363.66431248,5864,13119,2509,21492
3502601_AD,6846455.063804394,4626,11356,4877,20859
3502602,2272968.036305048,3616,8875,3811,16302
3502603,27155628.701009195,7184,17587,7576,32347
3502604,33020290.103814792,1401,3430,1453,6284
3502606,31749426.559720516,6131,15072,6424,27627
35027,25933684.653140064,3050,6344,3117,12511
35028,64465209.393262215,4426,11009,4684,20119
35029,135134510.05380097,1403,3325,1220,5948
35030,277135612.18649805,3074,7359,3884,14317
35031,39563294.280039005,2220,4670,2326,9216
35032_AM,192445473.63435158,1183,3165,1783,6131
35033,37930636.82599784,1072,3611,2634,7317
35034,213625051.63260016,4170,9366,2590,16126
36003_AM,117824259.27459958,2543,7876,5287,15706
36004,30820097.79293288,1486,6284,4176,11946
36005,68188063.02481337,2398,6230,2079,10707
36006,23403429.735841874,4110,9201,778,14089
36008,38114369.212381974,6455,15631,5381,27467
36009_AM,165083165.28885993,1983,4365,1630,7978
36015,79874263.26566744,1401,2857,916,5174
36017,280929861.30120057,4586,10874,6893,22353
36018_AM,280315482.4504933,712,3226,2342,6280
36021,74550808.22856562,3629,8236,3677,15542
36022,21584149.546491817,3010,6212,1959,11181
36023,20532401.43580895,2857,5877,1722,10456
36024,327022294.4366941,4857,10728,4951,20536
36026,36704485.393739425,5416,12984,6290,24690
36027,27769990.621382546,802,2890,1819,5511
36028,52405588.66706075,711,2836,1534,5081
36029,35047663.6077947,4216,11138,4459,19813
36030_AM,87483030.93738227,815,3104,1586,5505
36032_AM,101641858.2639896,2309,6323,2742,11374
36033,53255909.138748504,2463,9201,3426,15090
36034_AM,108493466.9138873,2059,4522,1102,7683
36035,34616660.61157869,4363,10585,3076,18024
36037_AM,258723100.85652754,1650,4437,2087,8174
3603801,3564309.7275670925,3114,8996,3258,15368
3603802,4689342.8817860475,7855,22737,8251,38843
3603803,13262406.744338885,1062,3035,1119,5216
3603804_AD,45343748.61754857,2851,8179,2975,14005
3603805_AD,51542577.46846731,1620,4681,1701,8002
36039,61262400.22991925,4960,10362,3724,19046
36041,33957131.02490346,3576,9740,3335,16651
36042,125642948.13066922,5696,13937,4266,23899
36043,87049682.77569073,1248,3595,1256,6099
36044,6682822.201713148,577,1609,751,2937
36045,52085941.062080204,8036,15543,5495,29074
36046,19747441.099167965,745,2596,1915,5256
36047_AM,377280731.35387915,1572,3794,1454,6820
36048,44138941.11565079,1380,3610,1742,6732
36049,35940952.21071035,2291,5157,1904,9352
36050,62577446.83662054,2375,5122,2616,10113
36051,45043175.177022986,3862,8852,6309,19023
36052,168044907.48653606,2248,5237,1818,9303
36053,24987299.63425207,2010,4180,1421,7611
36054,106653106.9030114,3260,8366,2352,13978
36055,68390996.10545124,4766,9524,3054,17344
36056_AM,70079525.37874407,1733,5145,2558,9436
3605701,1365402.809813908,2645,10317,7147,20109
3605702,1702407.3373114988,4151,16186,11213,31550
3605703,1691917.7012957009,5324,20760,14382,40466
3605704,3505441.654290672,6328,24677,17096,48101
3605705,5643385.83584871,2030,7917,5484,15431
3605706,5454248.759941088,3612,14085,9758,27455
3605707,22974798.774940126,7473,28988,19933,56394
3605708,39389726.45126872,2562,9951,6860,19373
3605709,23064962.109314207,3763,13866,9068,26697
36058,36909720.46898002,1417,3403,1505,6325
36059,155035132.99046996,1539,3042,1011,5592
36060,44139074.80924422,9990,20949,7194,38133
36061,33620649.78514303,2342,7429,952,10723
36901,6684081.334445521,1299,2897,837,5033
36902_AM,278467623.3533297,2341,4628,1231,8200
37008,46558434.8524478,687,2849,2000,5536
37010_AM,778933136.4570374,1276,3007,1121,5404
37014_AM,716851141.8351059,997,2345,923,4265
37046_AM,106051153.0193969,3749,8513,2099,14361
37067_AM,73165141.0983444,1547,3743,1636,6926
37069_AM,284081717.24195343,1640,3965,1565,7170
37073_AM,535255206.3170719,1438,3314,1130,5882
37085,13639298.395597488,1289,4132,1713,7134
37092_AM,67617860.05248138,1367,3180,1209,5756
37103_AM,659628347.3157035,1485,3495,1220,6200
37107,240162199.59730616,3954,7640,1590,13184
37135_AM,864175440.2254947,1291,2879,1081,5251
37136_AM,926874012.6609653,1148,2717,1081,4946
37140_AM,1243630063.6079307,1164,2749,999,4912
37142_AM,858061371.0532506,1524,3546,1245,6315
37156,63362109.159212664,1314,3198,1172,5684
37170_AM,610513891.5731155,1308,3054,1032,5394
37172_AM,559477152.1139879,1321,3146,1169,5636
37173_AM,685997467.3429933,1190,2886,1069,5145
37174_AM,546990072.686313,1378,3140,1085,5603
37246,22993528.56294018,1837,3644,1213,6694
3727401,978117.8914631339,2388,5204,2098,9690
3727402,3134630.8340099794,5352,11800,4747,21899
3727403,18408841.70908297,5970,13011,5212,24193
3727404,9680974.492506577,6493,14220,5588,26301
3727405,3248211.255727854,5921,12905,5169,23995
3727406,4094277.232061752,6625,14451,5822,26898
37294,10033186.610402046,3652,7599,3421,14672
37313_AM,527927631.85327446,1516,3512,1215,6243
37322_AM,114005665.26621018,1502,3512,1291,6305
37354_AM,124738843.17938364,2583,6303,1962,10848
37362,21807541.96374216,1687,3730,1160,6577
37374_AM,581598658.9519807,1776,3836,1172,6784
37376_AM,1037539282.6128123,1330,2873,1081,5284
38001,106266509.76082706,12544,27180,6559,46283
38004,34519570.74675944,1344,3291,708,5343
38005,179495403.45121282,1990,4766,1360,8116
3800601,82077950.81152071,18601,42556,17559,78716
38008,30840028.137753483,1861,4097,1056,7014
38009,14417619.33303175,1511,3276,471,5258
38010,66896428.92678238,1189,2840,755,4784
38011,49456586.37715877,7013,14720,4384,26117
38013_AM,164835636.425218,0,1,0,1
38015_AM,53265793.79960922,1705,4219,1404,7328
38017,163251339.90514952,7505,26126,13789,47420
38018,24099566.385569684,1165,3328,1304,5797
38019,147894588.09031308,5714,10904,3541,20159
38020_AM,148705621.9704535,5934,11914,4270,22118
38022,95600142.10520022,5177,12884,4968,23029
3802301,13665834.756172132,11427,25561,5637,42625
3802302,11521849.371916287,9444,21179,4642,35265
3802303,7903463.706838429,10660,23799,5501,39960
3802304,17528325.059422158,2639,6057,1534,10230
3802305,29541079.029701713,5078,11427,2573,19078
3802306,22726814.058732606,1522,3411,749,5682
38024,35914448.49012685,5893,12177,2093,20163
38025,13975425.662433129,1128,4439,2990,8557
38026,205708717.04972818,11416,24395,7193,43004
38027,136032023.13562942,2790,4578,380,7748
38028,8839864.789810576,6185,16148,7406,29739
38029_AM,177541345.69812647,987,3011,1626,5624
38031,56897455.776785485,10272,19825,7693,37790
38032,39359025.537790105,3671,9464,3897,17032
38033_AM,77891807.7496885,1578,3469,1334,6381
38034,20479031.360538077,1264,2545,1162,4971
38035_AM,98558067.68367195,4606,11376,4125,20107
38036_AM,163211134.07003352,1724,4929,2000,8653
38037,43446371.925812915,3572,8605,2196,14373
3803801,2209031.649248517,3736,7629,3669,15034
3803802,801747.8431357992,2493,5090,2448,10031
3803803,3916267.2749610674,5419,11065,5321,21805
3803804,1038763.292865339,3007,6139,2952,12098
3803805,1301144.0225997914,4809,9820,4722,19351
3803806,2172632.1525095142,7395,15099,7261,29755
3803807_AD,119566563.61834946,2896,5920,2830,11646
3803809,3715669.1459322367,4399,8982,4319,17700
3803810,1243140.930495595,4036,8241,3963,16240
3803811,5930727.022514097,7736,15881,7389,31006
3803812,8710801.396089224,4428,9316,4395,18139
38039,22621430.264871813,4360,9087,1039,14486
38040,51539444.41825481,2726,5453,1837,10016
38041,18429288.12628008,2653,4760,1337,8750
38042,24455490.56901291,578,2241,1912,4731
38043,30037482.79557756,3647,11839,7923,23409
38045_AM,65671560.96331199,1737,4352,1501,7590
38046,26865936.88306775,3343,6368,2002,11713
38048,103613719.49267969,1078,2596,875,4549
38049_AM,205975804.11727563,0,1,0,1
38051,18309939.950871058,2287,4698,1494,8479
38053_AM,126972426.64101057,1001,3556,2213,6770
39001_AM,99717463.36635228,1659,3896,1406,6961
39002_AM,108248238.54711097,2083,4927,1791,8801
39008,6821164.799153609,4954,10479,2319,17752
39009_AM,55649151.30158372,1322,2759,1130,5211
39012,33577471.53878802,2398,5017,973,8388
39016,36591514.26272258,7220,16152,6720,30092
39018,19031983.872428223,1654,3297,784,5735
39020_AM,195762641.3338158,7986,20941,9253,38180
39023,5931336.643414749,2159,5211,851,8221
39025,45368428.53982348,3008,5742,2095,10845
39026_AM,338508668.9189372,1618,3660,1105,6383
39027_AM,313881161.08425546,1385,3352,986,5723
39028,43177537.74035724,1435,2906,985,5326
39035,15718049.373513736,1977,6663,2885,11525
39037_AM,101072790.6292403,1197,2522,830,4549
39040,28388472.39510487,1439,2815,1075,5329
39041_AM,342104203.14523494,1266,3502,1536,6304
39042,26790974.914404236,1114,4039,2183,7336
39043_AM,63761124.66128331,1486,3103,901,5490
39044,24487069.11758221,1236,2965,940,5141
39047_AM,39300175.13784755,1782,4132,1405,7319
39052,83322937.69011787,6230,15234,4347,25811
39054,18010856.0449576,1341,3383,1133,5857
39055_AM,575098618.6365813,1428,3333,1310,6071
39056_AM,72424367.73770434,1425,3203,922,5550
39059,4114593.874434347,2300,6030,1457,9787
39060,32192027.771152582,2408,4696,1445,8549
39061_AM,111586783.00450048,2460,5792,2333,10585
39073,17212649.50289858,3057,7634,2024,12715
39074,47812387.83249983,1556,5274,2806,9636
3907501,380952.547160886,2061,4900,2176,9137
3907502,1503954.5847195925,5851,13914,6180,25945
3907503,696281.8987965947,3201,7612,3381,14194
3907504,3122648.4798997357,3688,8770,3895,16353
3907505,2367073.25606592,3747,8910,3957,16614
3907506,820482.6911031951,3121,7421,3296,13838
3907507,2282682.480326142,5884,13993,6215,26092
3907508,23580520.128531735,9692,23057,10197,42946
39076,28427040.16620389,1324,2588,512,4424
39078_AM,135539750.803886,1098,3102,1395,5595
39079,11204700.587263806,2531,6441,2286,11258
39080_AM,91890833.31770368,1866,4405,1120,7391
39082_AM,568940653.2909863,1524,3681,1199,6404
39085,24583276.793183018,1307,4376,3238,8921
3908701,984152.7081547937,4769,8822,2247,15838
3908702_AD,4857057.4082274465,3544,6686,1737,11967
3908703,6325718.387262739,3851,7169,1825,12845
3908704,23330936.133859374,3373,6264,1595,11232
39091_AM,610580279.357483,1725,3828,1186,6739
39094_AM,618667267.1753758,828,1745,549,3122
39099_AM,79348154.76464699,2199,4987,1939,9125
39102_AM,113792294.60593256,1318,3485,1738,6541
40032_AM,740889228.4164283,1345,3151,1120,5616
40040_AM,274758212.46175086,1197,3068,1128,5393
40041_AM,578494119.2209492,1296,2931,1136,5363
40043_AM,305849939.4817026,1319,2956,926,5201
40057_AM,398581635.0161642,1151,2600,792,4543
40063,217620869.04716063,2593,5991,1260,9844
40076,205208156.62286678,2528,4675,1832,9035
40101_AM,341003650.07294476,0,1,0,1
40112_AM,44791360.24151809,1332,2875,974,5181
40138_AM,497542984.5271048,1239,2944,1041,5224
40141_AM,297931772.7700088,1239,2720,796,4755
40145_AM,368773136.1134142,1572,3426,914,5912
40149_AM,937789930.98046,953,2135,736,3824
40155,36667684.029173344,1573,3049,416,5038
40170_AM,801737654.0660001,1188,2776,810,4774
40181,145028628.97027805,1420,3135,964,5519
4019401_AD,924539.6151467124,1384,3302,995,5681
4019403,852013.4432814444,2023,4826,1455,8304
4019404,140941019.28263888,3789,9017,2697,15503
4019405,1820031.1192801306,2541,6062,1828,10431
4019406,567217.079698543,1566,3736,1126,6428
4019407,18772816.56395447,1241,2868,909,5018
40225_AM,363627157.32013875,1627,3656,1095,6378
40906_AM,81363146.80060722,1309,3098,1099,5506
4100401,1050897.9549037502,2073,4997,1322,8392
4100403,1236743.8157460436,3378,8145,2155,13678
4100404_AD,282881984.81424373,13415,32383,8613,54411
41005,82107855.99431059,3043,6851,2289,12183
41007,17699567.918523733,4707,9535,2136,16378
41010,14156842.366161311,1733,3535,1039,6307
41011_AM,244147339.52932292,6133,13527,4257,23917
41012_AM,508422029.236546,2587,5425,1389,9401
41013,199333189.97735253,1675,3741,936,6352
41015,32204971.0264316,1941,3809,1588,7338
41016,62474268.26212843,2741,6462,2296,11499
41017,12222810.215522114,3120,11601,6724,21445
41018,21479198.35925475,3786,6812,2080,12678
41019,43232097.58641273,1984,3645,1214,6843
41020,230156059.1895604,4360,10210,2905,17475
41021,11643386.801098524,7879,15525,3256,26660
41022,126287282.88211079,1297,3464,1048,5809
41023,107919040.62531656,2920,5935,1778,10633
41024,925619901.5075387,8620,17648,5086,31354
41026_AM,100887053.1426795,1772,5367,1908,9047
41027,324024817.10133415,1154,3432,1112,5698
41029,2175431.51864251,4777,9259,3130,17166
41032_AM,672359167.0565277,1464,4200,1438,7102
41033_AM,545571326.8430859,1723,4643,1512,7878
41034,62986793.849934645,8870,20351,1912,31133
41036_AM,91745302.13097532,1412,3002,553,4967
4103801,1670482.9554515176,1761,6542,3357,11660
4103802,1421981.6725978963,2825,10496,5386,18707
4103803,3866603.4871415338,3424,12722,6529,22675
4103804,5009587.874687959,5623,20894,10723,37240
4103805,148563555.93760878,6679,24388,12367,43434
41039,980505997.6968745,9757,24952,7264,41973
41040,22750491.20385936,3803,8710,3304,15817
41041_AM,208381810.68766162,3914,7986,1780,13680
41042,150418275.43033215,1943,4590,1291,7824
41044,8269158.231010537,3447,5520,1345,10312
41045,130151569.12754014,1929,4253,1609,7791
41046_AM,64815170.29137233,1191,3172,1617,5980
41047,2908389.5014602784,3579,7047,2880,13506
41048_AM,601053746.2411865,1244,2810,1101,5155
41049,226998053.40574732,2507,7078,3982,13567
41050,53586822.35263835,921,3564,2160,6645
41051_AM,79914831.37252192,1876,3872,1107,6855
41053,375987565.2838778,6537,15994,5436,27967
41055_AM,344364944.6658044,6043,13051,3794,22888
41056_AM,68517477.44505107,2053,4511,1811,8375
41058,69538532.0428416,5098,13843,4924,23865
41059,17518745.10043998,10993,25687,8540,45220
41060,378889216.59568065,5602,14353,1732,21687
41064,116927595.00257258,1879,4324,1182,7385
41065_AM,484262008.01323783,8058,17743,3345,29146
41067_AM,56563627.840913214,3778,7688,1954,13420
41068_AM,611307168.682724,5977,12300,4118,22395
41069,109663828.55567637,10039,21970,7683,39692
41070,13195229.68756207,2392,4772,1557,8721
41071,109763751.2669568,2013,4100,1114,7227
41072,60721050.91931403,919,2802,1549,5270
41074_AM,237496689.33069795,1943,4202,936,7081
41075,46026238.037065946,2174,8769,3532,14475
41076_AM,156078216.22469878,1419,2873,939,5231
41077,190132487.63128856,2472,6894,1994,11360
