id,area,Y,M,O,Total
19274_AM,256700086.30268738,860,2670,1540,5070
19280_AM,59248988.96325364,1886,5069,1682,8637
19319,11177651.81615304,1252,3830,1883,6965
19326_AM,61789676.62944743,941,2950,2053,5944
19331_AM,46756219.388332695,1041,3481,2321,6843
20005_AM,75339039.47766808,818,2437,1270,4525
20009,27241955.598959297,1932,8293,4567,14792
20010_AM,23481054.20818492,1008,2380,867,4255
20013,25806256.147197403,1040,4219,1661,6920
20017,54963218.95075917,1593,7427,2639,11659
20018,69513614.70401089,2288,7137,5003,14428
20019,30104986.892465383,1710,7865,4668,14243
20022_AM,117765429.88558733,623,1742,964,3329
20025_AM,106004514.91132303,1169,2904,1745,5818
20027_AM,50272868.62941466,780,2255,1591,4626
20028_AM,22689254.439848978,745,2038,841,3624
20029,50589419.0105828,1056,4094,482,5632
20030,24777768.090318225,5708,16313,4944,26965
20032,38820871.38845283,1855,5809,4221,11885
20034_AM,54358914.11167027,668,2167,1353,4188
20036,29589471.913872745,3119,9391,4393,16903
20039_AM,87691781.1523982,1166,3676,2117,6959
20040,39963964.587649114,2955,10707,5908,19570
20042,5131889.4238583585,823,2243,959,4025
20043_AM,93973334.49608342,1005,2637,1392,5034
2004501,487435.0456083693,1294,4474,1812,7580
2004502,28377210.217698805,2807,9704,3938,16449
2004503,4297169.881895023,4578,15673,6412,26663
2004504,8867718.72826528,1848,6343,2569,10760
20049,12274974.809284108,829,3374,1254,5457
20051,42382019.14491136,1495,5061,1853,8409
20052_AM,94584542.91996977,626,1997,1077,3700
20053,8489225.480676677,1431,3730,993,6154
20055,33422745.87534499,3824,11814,5562,21200
20056_AM,52998626.46502396,1645,4469,1607,7721
20059,107684348.17457825,2244,6041,3091,11376
20061,9989135.07980873,1100,3131,1597,5828
20063,59624356.846784204,2630,5709,1991,10330
20064,10659013.534699759,2280,7216,6393,15889
20067,31919339.20527919,7531,23478,7916,38925
2006901,484268.51034236804,1303,3491,872,5666
2006902,459323.1335214156,1911,5119,1279,8309
2006903,7179248.101919703,8814,23978,6488,39280
2006904,2370449.4351375815,5550,14860,3715,24125
2006905,2791910.072410384,3829,10252,2563,16644
2006906,36917021.71902968,10231,27498,7699,45428
2006907,10907675.681952178,9273,25516,8842,43631
20071,37293927.38294652,4012,10972,3676,18660
20072,22397943.35336646,1134,3454,1753,6341
20073,25747475.37341937,1620,3208,1482,6310
20074_AM,106960184.98117986,3423,10190,4808,18421
20075,17641416.528010707,1385,3219,1272,5876
20076,5625202.748646296,1869,4443,3597,9909
20077_AM,35434111.31514958,1669,4686,2436,8791
20079,14653406.936327994,4673,13910,4091,22674
20080,18551330.19707006,1658,4991,3037,9686
20081,10530078.197032722,1529,6055,2300,9884
20902,5808747.567685957,3304,9825,4481,17610
20903,12012499.105530875,943,2875,2045,5863
21002,33901334.70563779,2103,10836,8264,21203
21005,860810241.1641153,2665,11300,10413,24378
21006_AM,474312051.0413152,1635,4917,2070,8622
21007_AM,209301086.59257498,1348,4696,3328,9372
21008_AM,709094844.5010152,852,2773,1411,5036
21010_AM,240545149.27975035,3722,12226,8592,24540
21011,144972937.71608737,1097,2439,1354,4890
21013,49434770.80175222,2336,6730,5487,14553
21014_AM,134740469.76612085,1744,5129,2226,9099
21021,225609678.33702716,2592,6893,10301,19786
21023_AM,751738927.9041605,1262,3245,1364,5871
21025,173351793.81831792,581,2542,1571,4694
21029_AM,623073250.2102265,1329,3371,1404,6104
21035_AM,385703073.18329513,2850,8213,6441,17504
21040_AM,346547156.2136305,1555,3810,1672,7037
2104101,671369.0053831346,3172,9743,4984,17899
2104102,1871375.024826262,2792,8577,4388,15757
2104103,43022999.2606525,2330,6961,3692,12983
2104104,1106912.0977734996,2815,8647,4424,15886
2104105,9468133.504616946,3075,9176,4588,16839
2104106,24861149.371188693,1817,5492,2802,10111
2104107,26092213.610006046,5343,15507,7808,28658
2104108,44506264.079691656,3409,10404,5362,19175
21042,49445571.15808569,5911,12030,3744,21685
21043_AM,156226307.34502023,842,2777,1478,5097
21044,128149312.07756798,4513,17045,6280,27838
21049_AM,400588186.1180935,2183,5386,2767,10336
21050,203749058.9370676,4390,10721,6672,21783
21052_AM,100243101.18940774,886,3073,1874,5833
21053_AM,296331640.8657613,1127,3717,1817,6661
21054,60514341.4643422,1820,7130,2369,11319
21055,49331675.52628581,3380,6446,1754,11580
21056_AM,394725757.8301749,1460,3477,1507,6444
21058_AM,697448569.1998618,1431,3115,1262,5808
21060,38862955.61412622,3069,7577,5166,15812
21061,72071065.61601193,922,3530,3585,8037
21064,45434557.040439226,2338,4762,2104,9204
21069_AM,819483933.2599927,1332,3837,1591,6760
21070,118366893.03795773,1047,4810,2566,8423
21072,219012489.94535345,2104,6675,4707,13486
21074_AM,102269658.5773347,1218,3443,1104,5765
21076_AM,678527379.4119741,897,2654,1677,5228
22017_AM,685353708.6354673,800,2404,1185,4389
22021_AM,484508712.99393374,1013,2962,1380,5355
22039_AM,1313715764.0474927,1205,3370,1944,6519
22048,107660738.66310488,4076,10299,3910,18285
22053_AM,1036067712.4699202,1032,2906,1387,5325
22054_AM,1547457628.3685331,1605,3247,990,5842
22060_AM,307041632.9729625,1081,2829,1400,5310
22061,25104144.915517326,1811,4926,3255,9992
22084_AM,1413724512.530058,968,2505,1052,4525
22112_AM,495202429.08497643,3072,9221,5290,17583
22116_AM,593266280.2519555,931,2600,1264,4795
22117_AM,519290054.6004244,1060,2925,1587,5572
2212501,253639.12283701496,592,2042,1110,3744
2212502,2014769.7000667562,1360,4689,2550,8599
2212503,19922755.355525754,2042,6629,3627,12298
2212504,54862187.02420285,997,3436,1839,6272
2212505,73364873.12809813,638,2074,1117,3829
2212506,253909.00085725746,676,2331,1268,4275
2212507,10103568.943673993,1064,3608,1974,6646
2212508,354705.5275847093,671,2314,1258,4243
22130,406491419.6760834,1943,6895,4796,13634
22137_AM,750391549.5186567,938,2631,1292,4861
22158,155146331.9843666,3174,8056,6033,17263
22199,587319344.1099807,1453,5727,2387,9567
22204_AM,894314564.7366589,842,2598,1501,4941
22213_AM,450392826.75239813,832,2491,1651,4974
22225_AM,325337596.04279804,1487,4166,1630,7283
22228_AM,893386712.6183188,864,2586,1272,4722
22254_AM,516627145.64771324,806,2208,1250,4264
22901_AM,1230905520.0775995,785,2281,1119,4185
22907_AM,740949802.4194274,1044,2809,1288,5141
23002,261793804.7677614,2467,12797,6688,21952
23003,237186402.74293914,1713,6913,2722,11348
23005,966432562.2347174,8039,18703,11054,37796
23006_AM,232595715.0152275,2358,6319,3137,11814
23009,193076766.09340474,2109,7332,5971,15412
23010,117295813.90003996,4040,10444,4072,18556
23012_AM,386111781.9433292,1310,3688,2261,7259
23014_AM,123079051.10085252,1526,4144,1490,7160
23018_AM,297656655.0690528,1495,3447,1380,6322
23024,201598141.12233984,2877,9371,3322,15570
23025_AM,606236273.7297393,1266,3577,1630,6473
23026_AM,156854884.82970816,1659,4066,1760,7485
23028,305886015.1307741,2115,4686,1093,7894
23038,38637040.41601937,945,2859,1439,5243
23039_AM,548046013.7732503,1537,3576,1685,6798
23044_AM,438082898.67098683,1441,4161,2568,8170
2305001,69281246.64186463,1328,4400,3350,9078
2305002,33820223.60415718,1228,4095,3096,8419
2305003,98747542.700856,2456,8047,5985,16488
2305004,87282360.92444028,3338,11191,8639,23168
2305005,105412925.7284133,3880,12835,9735,26450
2305006,6173700.61383132,1020,3437,2685,7142
2305007_AD,374874.5863542905,1268,4274,3339,8881
2305009,23765988.58061262,1064,3565,2769,7398
23053,149006183.76097822,1887,6433,2859,11179
2305501_AD,189972722.1504129,3073,8732,3770,15575
2305502_AD,2704683.2881832276,2374,6775,2940,12089
2305504,2178605.605852226,2559,7304,3169,13032
2305505,769993.7816950785,1185,3383,1468,6036
2305506,540243.6991565811,1194,3408,1478,6080
2305507,820705.977194805,1121,3200,1388,5709
23058,97862196.82489218,2728,6260,2478,11466
23059_AM,246376408.66178605,1678,5947,3803,11428
23060_AM,270625274.1859761,6053,16065,4904,27022
23061_AM,135742828.41597265,2719,7317,2991,13027
23063_AM,242407806.39994645,1157,3294,2157,6608
23066,147623653.18566188,841,3115,1501,5457
23067_AM,208422643.4894448,1418,3208,1261,5887
23069_AM,261794769.8106763,1880,4441,1843,8164
23070_AM,317589490.23659414,1495,4493,1675,7663
23073_AM,370758469.5392746,1419,3672,1268,6359
23074_AM,61672454.401797265,962,2981,2011,5954
23079_AM,493983022.242435,1068,2629,1668,5365
23082_AM,549257299.3158319,1185,3528,1829,6542
23086_AM,217524742.84789914,4413,10351,2470,17234
23087,158087668.66427135,3014,6725,4945,14684
23088_AM,203436769.7589926,2806,6410,2424,11640
23092,404651947.62063634,4946,16666,13621,35233
23093_AM,274314588.9857417,1719,3914,2003,7636
23094_AM,418950360.72720355,953,3172,1934,6059
23095,239804489.9048337,2622,6005,2514,11141
23096_AM,326667159.64158183,1588,3741,1518,6847
23097_AM,320202867.7723126,2327,6343,1911,10581
23099,88746531.77725893,1228,3224,1774,6226
23902_AM,207418009.81553987,1082,3473,1184,5739
23903_AM,134339759.24037147,1486,4079,1656,7221
23904_AM,1038530955.5429008,1560,4881,2829,9270
23905_AM,192693108.70719358,1405,3626,2245,7276
24008,46791622.75305874,2218,5890,3020,11128
24010,19727851.337072384,2309,5832,2705,10846
24014,63365996.832806006,717,3907,4729,9353
24015_AM,136562536.7718796,1134,3074,1629,5837
24021_AM,956467172.1204218,1335,3740,1775,6850
24030,32706342.00469922,525,2399,2535,5459
24034_AM,101606126.42761217,1130,4188,2367,7685
24038_AM,56761733.90181043,1330,3129,1436,5895
24039_AM,206452121.97646418,1560,3926,1651,7137
24056_AM,300707442.82289076,1090,3400,1167,5657
24065_AM,152541785.6689921,1590,3666,1788,7044
24070_AM,245055103.5843006,1462,3708,1088,6258
24083_AM,1040725393.0680181,1242,3081,1320,5643
24088_AM,458124004.35583967,1301,3521,1588,6410
2408901,384052.0642156946,653,3101,1712,5466
2408902,531074.2009361156,1067,5069,2798,8934
2408903,6794787.981949077,2994,14160,7827,24981
2408904,2283559.6793067055,2019,9589,5293,16901
2408905,958220.041010738,1446,6865,3790,12101
2408906,2655596.779765951,2015,9568,5282,16865
2408907,3018978.2131579947,2163,9717,5465,17345
2408908_AD,20387380.1786085,788,3668,2021,6477
2408910,2052123.6132346836,1036,4817,2659,8512
24092_AM,1041985130.9262669,1165,3270,1745,6180
24094_AM,545154275.2067661,1390,3575,1532,6497
2411501,11872048.483956106,4341,9992,2720,17053
2411502,2660404.381240722,5712,13087,3506,22305
2411503_AD,231526387.16590106,3699,8517,2350,14566
2411505,37172565.77696807,2579,6595,2051,11225
24122_AM,1270925469.4224956,1295,3363,1470,6128
24134_AM,242960154.72214115,1702,4198,1858,7758
24139_AM,842922206.7481396,1013,2757,1225,4995
24142,64871031.47178196,5437,14519,9962,29918
24148_AM,416898037.42424786,1169,3497,1794,6460
24154_AM,599968756.6177251,979,2889,1418,5286
24157_AM,170605064.86510783,1229,3291,1262,5782
24160_AM,873923939.5112835,1233,3235,1419,5887
24163_AM,271525455.419471,1757,5416,2213,9386
24169_AM,212621361.8948974,934,3072,2036,6042
24170_AM,703439705.1505125,1452,3771,1722,6945
24175_AM,303447190.43802863,1565,3991,1779,7335
24181_AM,373241448.81831956,1329,3173,1237,5739
24183_AM,1542822339.806786,830,2308,1100,4238
24188,58567866.012124315,1385,2905,895,5185
24189,63649821.6052487,1613,3673,1775,7061
24196_AM,490034303.6834482,902,2882,1201,4985
24202,228252672.29416698,2472,5347,1604,9423
24209_AM,642205438.6490409,1268,3202,1410,5880
24212_AM,332045793.13201195,1225,3172,1497,5894
24222,52701150.589933574,4065,8993,4914,17972
24223_AM,97200294.72132397,1369,3735,1367,6471
25003,79501961.62164795,1050,2548,1678,5276
25007_AM,392931083.42307955,1403,4051,1980,7434
25008_AM,319323609.748769,844,2614,1207,4665
25011_AM,221969732.93903333,2671,6536,3489,12696
25012_AM,51194191.19655519,1281,3289,1677,6247
25019,48892431.26041252,935,3335,2288,6558
25021_AM,78266747.5633864,1178,2892,1999,6069
25023,15255226.531768177,1003,3423,1850,6276
25025_AM,1234898512.5506618,1039,2647,1244,4930
25029_AM,262144439.8287141,1078,2932,1473,5483
25033_AM,101081866.5395629,790,2070,1092,3952
25034_AM,856493964.6013534,1590,4428,1993,8011
25038_AM,139046803.15160134,925,2593,1107,4625
25040,57223567.44203514,3591,9505,3206,16302
25048_AM,123636270.15588868,1317,3387,1732,6436
25050,35113263.05003413,797,2580,1245,4622
25051_AM,640303216.7884531,1099,2635,1217,4951
25058,61716394.79564348,1294,3089,1521,5904
25062_AM,773185093.0696794,842,2241,1159,4242
25072,55135160.17767745,1385,4335,2720,8440
25099_AM,61782505.34066569,1076,2877,980,4933
25110,18184786.151230462,1589,3849,1505,6943
25113_AM,110571201.25597078,1371,3308,1274,5953
25119_AM,97833559.32516049,1263,3269,1396,5928
2512001,1594988.5846064033,4957,12392,8736,26085
2512002,17360467.66036416,3038,7524,5063,15625
2512003,1156505.2660284832,1550,3876,2733,8159
2512004,1434046.845735395,3976,9940,7007,20923
2512005,768739.247347228,2362,5905,4163,12430
2512006,1268886.2381296072,5057,12643,8913,26613
2512007,57767520.83742808,3165,7907,5130,16202
2512008_AD,130898197.16177212,1824,4770,3168,9762
25122_AM,106341228.12506354,979,2848,1167,4994
25137,6952125.701536546,1916,7222,4577,13715
25158_AM,53940220.056818195,1082,2895,1307,5284
25171_AM,559173455.1185528,977,2592,1192,4761
25172_AM,429755388.6055584,972,2619,1456,5047
25173_AM,715208655.7356349,848,2559,1300,4707
25189_AM,68717992.12592237,1472,4081,1598,7151
25192_AM,383445956.05225444,1034,2919,1453,5406
25193_AM,971889583.9551896,929,2501,1112,4542
25203,15160219.128946759,2213,5437,4171,11821
25204_AM,456586624.4356207,1383,3669,1562,6614
25207,18244604.770622686,1421,4273,3136,8830
25209_AM,703995150.3825005,1289,3149,1037,5475
25217,88059924.55331743,1686,8020,6983,16689
25223_AM,737049437.218644,1068,2776,1321,5165
25228,23371679.422235347,880,2835,763,4478
25234,302695650.9234999,1407,3197,875,5479
25240_AM,115617525.29298048,1040,2855,1413,5308
25243_AM,377836533.76362026,1704,4332,2135,8171
26002_AM,717851915.1102027,1556,4209,1697,7462
26005_AM,113918072.20174798,2108,5324,2364,9796
26011,194198812.1547224,2130,5846,2135,10111
26018,85477634.8269196,2412,8561,3993,14966
26021_AM,140154493.67766485,1412,3688,1719,6819
26026_AM,173981088.68841043,1009,2851,1333,5193
26036,93582814.35863812,6058,15282,3425,24765
26042_AM,418267671.7492735,1484,3202,809,5495
26047_AM,614477808.0506302,1000,2638,1170,4808
26059_AM,712155632.1630827,1182,3211,1505,5898
26061_AM,1038144596.472901,977,2795,1352,5124
26064_AM,94626474.29318914,1911,4606,2352,8869
26071_AM,42937033.853275,2558,6667,2890,12115
26084,20658103.175112598,2067,5303,2648,10018
2608901_AD,12581668.593810158,1609,4504,1822,7935
2608902,25977926.958484095,8568,23535,8818,40921
2608903,1214320.4933100378,5260,14718,5951,25929
2608904,20555649.007362682,10657,29773,12088,52518
2608905,18604948.10775314,3438,9617,3897,16952
26102,37466886.944833815,1324,3923,2884,8131
26117_AM,123143983.14031193,1028,2991,1215,5234
26125_AM,58856870.33689313,1368,3774,1447,6589
26129_AM,211486032.51427004,1223,2969,1318,5510
26138,40097842.2563235,1529,3345,1380,6254
26168,20464801.10714552,1990,4897,925,7812
27005_AM,217677830.7906425,1358,3733,1629,6720
27006_AM,858145173.8077825,1416,4182,2073,7671
27010,177115201.446511,1142,2928,1524,5594
27011_AM,469077725.41960454,1332,3168,1255,5755
27013_AM,167358065.6942605,1671,4412,2010,8093
27014_AM,298771858.6791691,977,3416,2006,6399
27015,144805820.1990841,1108,2939,939,4986
27016,177111328.25423038,1733,4677,2025,8435
27018_AM,826062949.0956131,1186,3403,1087,5676
27019,100451110.08295499,2339,5499,2258,10096
27020_AM,447135145.64229,1056,3702,1876,6634
27021_AM,549681049.3608662,1039,2797,1249,5085
27022,294677753.16923034,1425,3703,365,5493
27026_AM,455840771.9473031,1431,3582,1494,6507
2702801_AD,8795681.6356155,3719,8061,3856,15636
2702802,7252064.044082847,6389,13848,6624,26861
2702804_AD,82455546.93284479,5249,11409,5443,22101
2702805,9927540.713992715,5667,12283,5875,23825
2702806_AD,221707288.17631543,1518,3317,1585,6420
27030_AM,330747014.41597027,1507,4746,1543,7796
27031,199661334.07526514,3199,9691,6452,19342
27032_AM,261413314.9196331,1507,4105,1377,6989
27039_AM,266289717.00121742,2525,5547,2059,10131
27040_AM,304316142.48137337,816,2750,2291,5857
27041_AM,416435872.6390298,1817,4090,1831,7738
27042_AM,311206936.8595596,1335,2856,1016,5207
27044_AM,371579280.63779557,1234,3318,1397,5949
27048_AM,248699060.5004077,1038,3093,1477,5608
27050_AM,562003483.5788885,1429,3353,1368,6150
27051,108712895.9376245,2238,5755,2216,10209
27057,184707971.0632078,2977,7261,3591,13829
27058_AM,287799023.37563765,1150,2898,1405,5453
27065,378683665.8965461,3211,8825,2732,14768
27066,108436345.20825791,3762,9001,3118,15881
27902,8064021.838130777,2200,4739,2467,9406
28002,19787477.76320088,1235,2535,1207,4977
28004,22019136.16809142,2614,5729,1514,9857
2800501,1759567.6162825206,8444,20894,1480,30818
2800502,16361210.230135547,14076,35092,3213,52381
2800503,28285475.72718816,7383,18428,1999,27810
2800504,15146507.710858122,9322,23499,2783,35604
2800505,26972122.731603082,11716,29240,2511,43467
2800601,45307407.65139662,25627,63805,19335,108767
2800701,22711718.555651657,3232,15037,11650,29919
2800702,3727024.116707178,5473,24384,18451,48308
2800703,1521026.4774976948,3452,16143,12539,32134
2800704,5693737.725255028,5944,27386,21131,54461
28008_AM,114976841.2917101,1526,3585,921,6032
28009,37972544.04651779,3856,10818,5472,20146
28010,12678550.824655652,2571,7758,4370,14699
2801301,1461887.9406065664,1241,5676,6827,13744
2801302,1517703.5163912785,1458,6670,8022,16150
2801303,2326101.4408418736,1538,7033,8459,17030
2801304,184482295.35900813,1689,4987,3590,10266
28014,80468337.38590659,8124,29672,15467,53263
28015,20833595.396758314,7735,14270,7415,29420
28018,29571280.99277955,545,3337,2432,6314
28022,47483735.05283734,11391,25494,13868,50753
28023,40944919.66262831,1348,4812,2619,8779
28026,49196264.66497405,3167,7139,916,11222
28027_AM,563711957.9128487,1778,4711,2203,8692
28030_AM,46246448.24828118,1368,3633,1533,6534
28031_AM,145332134.66150114,1388,3777,1515,6680
28032_AM,53939483.53007325,1675,4745,2819,9239
28033,61887299.477306865,1385,3670,1408,6463
28038_AM,68244665.57085438,3041,7384,1419,11844
28040,49482632.00211708,3807,12234,8148,24189
28041,20804071.983337656,1552,4202,2065,7819
28043,126539393.63676973,2346,5186,1054,8586
28044,31542582.32694979,1496,5502,2758,9756
28045,183140709.29383457,8577,25172,15020,48769
28046,22331250.178056292,1537,4040,1638,7215
28047,25232778.322197374,12762,34728,14042,61532
2804901,1986030.7745523339,6352,17969,9622,33943
2804902,4442913.111084739,5489,15525,8314,29328
2804903_AD,5649037.986674747,3477,9838,5262,18577
28050_AM,18209529.201947756,1960,5196,2672,9828
28052_AM,159398110.2212449,2146,5588,2897,10631
28053,43176845.00456944,2896,6168,1461,10525
28054,68935341.91689649,4411,8422,2883,15716
2805801,258650.2116329756,1713,4404,2192,8309
2805802,5424803.066240322,4252,11262,5944,21458
2805803,558087.5771162286,3145,8359,4441,15945
2805804,16092237.753553146,5364,14218,7485,27067
2805805,370886.24071947706,2192,5826,3095,11113
2805806,7556131.238726155,6594,17525,9308,33427
2805807,2651128.3258819636,4690,12464,6623,23777
2805808,2811148.537615078,4446,11815,6278,22539
2805809,3538157.5826004664,5050,13427,7105,25582
28059,33192667.273713626,1692,3608,1491,6791
28060_AM,277866627.25139505,1376,3502,1170,6048
28061,65197476.88728818,5947,18347,10327,34621
2806501,12638017.403932434,3999,13800,7023,24822
2806502,2430852.8935613385,5296,18736,9797,33829
2806503,8768199.223281128,10600,35742,18165,64507
2806504,54908048.518633045,7906,27672,14289,49867
28066,17110168.201558337,2152,5854,2788,10794
28067_AM,72575378.73015521,1409,4450,2384,8243
28068,57416867.104964055,3755,9175,4752,17682
28072,45288890.40068409,1658,4445,2302,8405
28073,19710134.411189407,4229,11765,3317,19311
2807401,18715158.41290869,7920,17483,5665,31068
2807402,1149385.1332342979,5430,11844,3708,20982
2807403,7627214.413690565,8349,18542,6093,32984
2807404,1122427.1695122141,11215,24463,7659,43337
2807405,10087221.22332678,8497,18565,5829,32891
2807406,2313605.213118975,3239,7065,2212,12516
2807407,2287950.7839058177,3348,7304,2287,12939
28075,44377118.043048635,2704,5460,1799,9963
2807901,5212853.9677275205,26078,66241,29929,122248
2807902,6588281.46116572,30588,77698,35106,143392
2807903,5367037.703922445,23574,59881,27055,110510
2807904,5401046.36235989,28164,71539,32323,132026
2807905,9193753.668481657,28151,71505,32308,131964
2807906,5379124.213229704,30489,77446,34992,142927
2807907,4683859.191552823,25928,65859,29757,121544
2807908,238338069.69377264,48157,122992,55424,226573
2807909,46642511.37426127,23066,59708,25348,108122
2807910,25488625.518276203,46660,123913,54768,225341
2807911,14094617.783112004,50874,129225,58387,238486
2807912,7752518.148017001,28096,71368,32246,131710
2807913,14991628.475589234,47328,120217,54317,221862
2807914,6117802.083099497,19516,49573,22398,91487
2807915,11463238.317769505,43244,109844,49630,202718
2807916,27504866.544138324,37081,94062,41593,172736
2807917,20206862.415716816,29029,76091,34973,140093
2807918,51538709.251493454,21359,56677,26156,104192
2807919,35388987.40725551,14611,38469,17828,70908
2807920,22243644.242397785,30821,80395,38055,149271
2807921,41981123.42048156,9823,25205,11131,46159
2808001,28163437.011687282,5980,15469,6149,27598
2808002,10389730.592263428,9256,23928,9394,42578
28082,127135123.27446857,1908,5257,1660,8825
28083,34997092.78878035,1928,6678,5209,13815
28084,17963654.685080707,4405,12222,6919,23546
28085_AM,113448614.43923147,2178,5259,2248,9685
28086,49649275.841071546,1588,4819,3607,10014
28087,19262514.643026862,1185,2511,1118,4814
28089,31228802.243100293,1116,2545,1428,5089
28090,43721385.69736775,2723,7525,2495,12743
28091,45591967.45555317,2000,4502,1224,7726
2809201,20404601.517066624,7769,20841,10126,38736
2809202,7949776.545641642,9918,27017,13354,50289
2809203,1619870.1023548567,8365,22462,10978,41805
2809204,15034524.072738612,14353,37895,18450,70698
28095_AM,153603652.34682354,1261,3513,1484,6258
28096,101017807.0028886,6033,15662,7566,29261
28099_AM,76327111.20025857,1385,3433,1193,6011
28100,20134482.47007557,1762,3689,1226,6677
28104,43880387.70667319,4600,13445,5139,23184
2810601,25007020.119415134,26632,67095,31005,124732
28108,28568778.852178324,1555,3475,1060,6090
28110_AM,142076103.51275837,1667,4587,2191,8445
2811301,25345720.09760473,6167,14934,2903,24004
2811302,36754800.309242316,6681,16171,3139,25991
2811501,33891422.88260274,10028,29591,7747,47366
2811502,9296672.427015213,7269,21461,5593,34323
28119_AM,81274217.8144086,1242,3538,1894,6674
2812301,67527317.97786076,15899,48771,19437,84107
28125_AM,242233689.39510307,1895,4624,2189,8708
2812701,58320957.44463162,17021,48139,27815,92975
28129,38295346.28565286,2276,6437,4741,13454
28130,38866799.316979095,7319,23356,7558,38233
28131,56469112.503623344,4856,10292,3170,18318
28132,105297834.81974308,4774,10557,4164,19495
28133_AM,124101078.94234334,2688,6630,2812,12130
2813401,59312507.26567552,14839,46818,22752,84409
28137_AM,229995326.67078778,1672,5033,2605,9310
28140_AM,34435190.251025386,1215,3516,1257,5988
28141,24777158.791782092,689,4363,3990,9042
28144,42320722.66911002,1966,5695,1310,8971
28145_AM,90874596.35077496,1489,3849,1933,7271
2814801,18359575.67171998,4716,18110,16141,38967
2814802,5703005.82949453,5636,22019,19398,47053
2814803,4537104.796311616,1634,6367,5494,13495
2814804,3873412.290187033,3126,12300,11027,26453
28149,8996966.969140287,1916,5436,1711,9063
28150,52184992.969356,1018,2493,1176,4687
28151_AM,56161122.767484084,1162,2834,1182,5178
28152,21784982.086384933,5171,11952,6170,23293
28154,43523480.16198842,1895,4333,1490,7718
28160,93951874.86968184,1202,6769,5090,13061
2816101,60240938.020824276,8924,23790,12967,45681
2816102,4043328.524617156,5204,13993,7794,26991
28162_AM,90211637.95353612,1911,4395,1205,7511
28164,34487718.38117523,1401,2567,865,4833
28165_AM,149443995.72917786,1586,4828,2195,8609
28167,14404603.843638591,2330,7409,2642,12381
28171,77345087.22913086,1928,4313,737,6978
28172,34601934.3648887,3113,7655,2557,13325
28176,34845168.8026406,5095,11350,4867,21312
28177,25512134.798859186,1741,8567,6608,16916
28180,119241802.42018616,1898,4510,1351,7759
28181,68294327.29368094,4997,14119,7386,26502
28901_AM,489534684.8926328,1357,3690,1628,6675
28903,37993597.49305136,10529,25079,7964,43572
29001,65234506.60484021,1493,3189,809,5491
29002_AM,114743463.62775584,1403,3612,1578,6593
29005,9782554.069584405,1779,3717,789,6285
29007,82868636.06347312,9191,19711,11253,40155
29008,73248627.05259006,5753,11787,8122,25662
29009_AM,95876394.02553658,1789,3699,1342,6830
29011_AM,229841650.97997177,1335,3973,1910,7218
29012,169977162.7886148,2804,7444,3555,13803
29015_AM,772757851.034449,11608,26222,7041,44871
29017,185985970.55930242,2270,4878,2293,9441
29023,145742156.41963175,1360,4006,2283,7649
2902501,13777117.710136445,1427,5981,3937,11345
2902502,7549877.96586299,3924,16909,11114,31947
2902503,5619535.060372489,3205,13724,9095,26024
29027_AM,20492243.539203852,1047,2459,888,4394
29028_AM,356397822.2473984,1057,3161,1456,5674
29031_AM,329401744.81817555,1395,3313,1324,6032
29032,188198995.18085694,1887,4732,2458,9077
29038,105294600.35484771,5333,12925,7732,25990
29039_AM,133454297.55121459,1469,3992,2351,7812
29040_AM,243158201.0579598,1415,3285,1599,6299
29041,162783792.389576,1437,2959,1507,5903
29042,127624927.17872562,4373,12912,4946,22231
29045_AM,94817434.00004405,1735,3817,1656,7208
29046_AM,410427920.4014454,1678,4372,1825,7875
29049_AM,53581089.705449246,1251,3003,1104,5358
2905101,45357408.46684683,6056,16974,4680,27710
2905102,1439647.7539650137,4680,13212,3557,21449
2905103,91001481.78468323,3870,10925,2985,17780
2905401,3379104.2455801936,11212,24351,7378,42941
2905402,1430662.1387776274,3317,7207,2180,12704
2905403,5540429.465984833,4597,9997,3031,17625
2906701,882743.7522224599,658,2364,1219,4241
2906702,129860036.85251947,11192,36592,18390,66174
2906703,197452.0096081027,0,1,0,1
2906704,885333.6186919599,2317,8320,4290,14927
2906705,195519.13697063646,0,1,0,1
2906706,77492910.86199665,8935,31505,16396,56836
2906707,58443000.89590469,17789,63022,32766,113577
2906708,84010181.90398096,16709,58960,30564,106233
2906709,3666121.303746068,12110,43472,22419,78001
2906710,12617099.798624683,13505,48482,25002,86989
2906711,27770005.482083507,3110,10971,5722,19803
29068,35574157.65154617,3415,7452,4413,15280
2906901,10407429.235694906,13482,32119,16753,62354
2906902,11834049.604336502,7600,18177,9500,35277
2906903,39992758.93179758,5373,12809,6683,24865
2906904,54840687.913040645,3924,9400,4932,18256
2907001,149135031.1052647,20509,41607,15445,77561
29072,74685710.3986711,908,2689,1553,5150
29073_AM,80214095.93988031,780,2992,1628,5400
29075,85303902.29560637,4533,11949,4662,21144
29076_AM,185629049.4194809,1012,2714,1438,5164
29079_AM,153384406.0258108,1451,4264,2110,7825
29080,63736768.336897455,2230,5534,1820,9584
29082_AM,52052416.11993678,9552,25105,13412,48069
29084_AM,461304398.37113875,7835,22714,8836,39385
29086_AM,124753171.31340024,1132,2725,1213,5070
29088_AM,211285490.5770409,1594,5485,2698,9777
29089_AM,177647804.02579385,984,3040,1999,6023
